repo_id,repo_full_name,file,file_sha1,match
316249865,Al1ex/CVE-2020-2883,target/production/weblogic_cmd/com/supeream/CVE_2020_2883.class,02cc2bc0a8bba0c522955c99a0a4e6fb01060eac,CVE-2020-2883
316249865,Al1ex/CVE-2020-2883,target/production/weblogic_cmd/com/supeream/CVE_2020_2555.class,0ec8c7c45b4fc3c41852cee9ea8ed03b81eb34cc,CVE-2020-2555
316249865,Al1ex/CVE-2020-2883,src/com/supeream/CVE_2020_2883.java,28ff0a2875deabe2cf5b012ade7a201f64b28767,CVE-2020-2883
316249865,Al1ex/CVE-2020-2883,target/production/weblogic_cmd/com/supeream/CVE_2020_2883_2.class,5a744439ce41fcbec5c51965ebc15429214cbe35,CVE-2020-2883
316249865,Al1ex/CVE-2020-2883,README.md,ce244c606dfe220747dc1be3e412e9edbe9bc9d2,CVE-2020-2883
316249865,Al1ex/CVE-2020-2883,.idea/workspace.xml,d6ce15f8a7e5a555e4dd1df33f5a2144c3ebd9b6,CVE-2020-14645
316249865,Al1ex/CVE-2020-2883,.idea/workspace.xml,d6ce15f8a7e5a555e4dd1df33f5a2144c3ebd9b6,CVE-2020-2555
316249865,Al1ex/CVE-2020-2883,.idea/workspace.xml,d6ce15f8a7e5a555e4dd1df33f5a2144c3ebd9b6,CVE-2020-2883
316249865,Al1ex/CVE-2020-2883,src/com/supeream/CVE_2020_2883_2.java,e5c1e6d51104a275aaca171549d10dedbdf4bfea,CVE-2020-2883
316249865,Al1ex/CVE-2020-2883,target/production/weblogic_cmd/com/supeream/CVE_2020_14645.class,f0ca744dffc7db9a45ef03629135544343f78417,CVE-2020-14645
316249865,Al1ex/CVE-2020-2883,_GITHUB_REPO_METADATA_,,CVE-2020-2883
