full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2021-11-02T09:10:03+0000,649914,25494,Ruby,11705,[]
Operational-Sciences-Group/Project-Beewolf,Beewolf is a PowerShell script that exploits HiveNightmare/SeriousSAM,https://github.com/Operational-Sciences-Group/Project-Beewolf,['exploit'],1,2021-11-02T15:12:23+0000,91,0,PowerShell,0,[]
AlarmClockCrusher/PythonHearthstone,"A simulation Hearthstone, written in Python 3.8 and exploiting Panda3D, an open-source game engine.",https://github.com/AlarmClockCrusher/PythonHearthstone,['exploit'],1,2021-11-02T07:26:01+0000,348779,0,Python,0,[]
Seals6/CVE-2021-22205,CVE-2021-22205未授权漏洞批量检测,https://github.com/Seals6/CVE-2021-22205,['cve-2 OR cve_2'],1,2021-11-02T16:27:25+0000,212,5,Python,3,['CVE-2021-22205']
IvanGlinkin/Dics-for-Russian-AD,The first thing every penetration tester performs getting into a controller domain subnet is to brute force discovery of users which is called a Kerbrute attack. There are plenty of articles about that type of exploitation but in every source an author use,https://github.com/IvanGlinkin/Dics-for-Russian-AD,['exploit'],1,2021-11-02T16:24:13+0000,2110,0,,0,[]
Imptovskii/ExploitFixer,Небольшой плагин для исправления некоторых багов.,https://github.com/Imptovskii/ExploitFixer,['exploit'],1,2021-11-02T06:23:14+0000,23,2,Java,0,[]
mukund2201/Book-recommender-system,This projects include generating popular books list and exploiting users similarity for recommending them books.,https://github.com/mukund2201/Book-recommender-system,['exploit'],1,2021-11-02T06:59:11+0000,0,0,Jupyter Notebook,0,[]
docfate111/CVE-2021-42327,WIP kernel exploit for minor bug i found in amd gpu driver,https://github.com/docfate111/CVE-2021-42327,"['cve-2 OR cve_2', 'exploit']",2,2021-11-02T03:39:07+0000,1536,0,C,0,['CVE-2021-42327']
CrystalCL/BowExploitFixer,"This is plugin for 1.17 Spigot/Bukkit Minecraft's servers. This plugin fixes BowExploit(BowBomb) that found recently. Meteor Client developers released their fix, but the problem is that it fixes vanills arrow mechanics. Together I with https://github.com/",https://github.com/CrystalCL/BowExploitFixer,['exploit'],1,2021-11-02T09:22:12+0000,47,5,Java,1,[]
tjonty/exploit,None,https://github.com/tjonty/exploit,['exploit'],1,2021-11-02T03:24:17+0000,1415,0,JavaScript,0,[]
sinjeanmin/cvedetails_2020,For IS713 Project,https://github.com/sinjeanmin/cvedetails_2020,['cve-2 OR cve_2'],1,2021-11-02T15:09:07+0000,22448,0,,0,[]
ErnestoCubo/autoexploit,"Trabajo de fin de grado, esta tool permite al usuario realizar una pequeña auditoria a la hora de escalar privilegios en windows, la herramienta cuenta con un módulo automático, uno manual, y un módulo de búsqueda para encontrar exploits",https://github.com/ErnestoCubo/autoexploit,['exploit'],1,2021-11-02T13:25:58+0000,11,1,PowerShell,0,[]
caigoshinobi/CVE,CVE List & PoC,https://github.com/caigoshinobi/CVE,['cve poc'],1,2021-11-02T13:03:52+0000,23,0,,0,[]
einzbernnn/CVE-2020-1938Scan,-H 192.168.1.1-192.168.5.255,https://github.com/einzbernnn/CVE-2020-1938Scan,['cve-2 OR cve_2'],1,2021-11-02T09:28:04+0000,6,0,Python,0,['CVE-2020-1938']
nturley3/zeek-http-rce,A Zeek package to detect potential remote code execution attempts over HTTP.,https://github.com/nturley3/zeek-http-rce,"['rce', 'remote code execution']",2,2021-11-02T03:26:56+0000,28,1,Zeek,0,[]
MS-9web/shellcodes,None,https://github.com/MS-9web/shellcodes,['shellcode'],1,2021-11-02T13:16:34+0000,79,1,Python,1,[]
Athis-Offsec/Exploits-I-Made,None,https://github.com/Athis-Offsec/Exploits-I-Made,['exploit'],1,2021-11-02T11:46:14+0000,72,0,Python,0,[]
