full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2021-10-19T11:16:25+0000,644811,25365,Ruby,11666,[]
sergiopicascia/thesis,"Exploitation of Lyrics, Music and Vocals in Multimodal Song Classification Systems",https://github.com/sergiopicascia/thesis,['exploit'],1,2021-10-19T08:30:33+0000,109321,0,Jupyter Notebook,0,[]
0xAJ2K/CVE-2020-11022-CVE-2020-11023,Little thing put together quickly to demonstrate this CVE ,https://github.com/0xAJ2K/CVE-2020-11022-CVE-2020-11023,['cve-2 OR cve_2'],1,2021-10-19T10:50:09+0000,62,0,PHP,0,"['CVE-2020-11022', 'CVE-2020-11023']"
s7ck-Team/exploit-db,exploit-db备份,https://github.com/s7ck-Team/exploit-db,['exploit'],1,2021-10-19T00:43:59+0000,2122531,0,Python,0,[]
PeterMxx/ps4_8.00_vuln_poc,My take on CVE-2021-30858 for ps4 8.xx,https://github.com/PeterMxx/ps4_8.00_vuln_poc,"['cve poc', 'vuln poc']",2,2021-10-19T10:18:51+0000,19,3,,1,['CVE-2021-30858']
nerap/BinanceBot,Bot exploiting Binance API,https://github.com/nerap/BinanceBot,['exploit'],1,2021-10-19T06:19:21+0000,111,1,Python,1,[]
DefconAlliance/php-Exploit,Trigger payload directly from URL,https://github.com/DefconAlliance/php-Exploit,['exploit'],1,2021-10-19T06:03:09+0000,5,0,,0,[]
PorryDepTrai/exploit,None,https://github.com/PorryDepTrai/exploit,['exploit'],1,2021-10-19T03:50:50+0000,121,0,Lua,0,[]
mgeeky/ShellcodeFluctuation,An advanced in-memory evasion technique fluctuating shellcode's memory protection between RW/NoAccess & RX and then encrypting/decrypting its contents,https://github.com/mgeeky/ShellcodeFluctuation,['shellcode'],1,2021-10-19T09:10:52+0000,1130,349,C++,58,[]
cheatingwitdacode/apex-cheating,All of my code from exploiting Apex Legends released to the public.,https://github.com/cheatingwitdacode/apex-cheating,['exploit'],1,2021-10-19T01:17:13+0000,1976,3,C,7,[]
