full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
beefproject/beef,The Browser Exploitation Framework Project,https://github.com/beefproject/beef,['exploit'],1,2021-10-24T05:37:52+0000,21881,6064,JavaScript,1447,[]
0x0021h/exploitsearch,pwnwiki's command-line query program,https://github.com/0x0021h/exploitsearch,"['cve poc', 'exploit', 'vulnerability poc']",3,2021-10-24T06:18:04+0000,4,0,Python,0,[]
PewPewBoy/for-paid-exploits,None,https://github.com/PewPewBoy/for-paid-exploits,['exploit'],1,2021-10-24T09:12:03+0000,71,0,,0,[]
pizza-power/motioneye-authenticated-RCE,A Python 3 script that uploads a tasks.pickle file that enables RCE in MotionEye,https://github.com/pizza-power/motioneye-authenticated-RCE,['rce'],1,2021-10-24T00:43:38+0000,8,1,Python,0,[]
Jevil36239/Mass-Wordress-Default-U-P,Mass Default U/P Wordpress Exploiter,https://github.com/Jevil36239/Mass-Wordress-Default-U-P,['exploit'],1,2021-10-24T13:36:33+0000,2,0,Shell,0,[]
sinjeanmin/cvedetails_2020,For IS713 Project,https://github.com/sinjeanmin/cvedetails_2020,['cve-2 OR cve_2'],1,2021-10-24T18:22:21+0000,1141,0,,0,[]
WhitfieBad/MemLeakExploit,None,https://github.com/WhitfieBad/MemLeakExploit,['exploit'],1,2021-10-24T17:29:19+0000,1,0,C,0,[]
gh0x0st/OSEP-Breaking-Chains,A collection of code that I am using as I work through the PEN-300 course.,https://github.com/gh0x0st/OSEP-Breaking-Chains,['shellcode'],1,2021-10-24T17:06:04+0000,16,1,C#,0,[]
crtaylor315/PrintNightmare-Before-Halloween,OKU 2105 Capstone Research on PrintNightmare,https://github.com/crtaylor315/PrintNightmare-Before-Halloween,['exploit'],1,2021-10-24T14:25:26+0000,192,1,Python,0,[]
whoismissing/full-chain-practice,practicing writing full chain exploits,https://github.com/whoismissing/full-chain-practice,['exploit'],1,2021-10-24T15:02:48+0000,9265,0,,0,[]
aesth1/WiiUBrowserExploit,homebruwu,https://github.com/aesth1/WiiUBrowserExploit,['exploit'],1,2021-10-24T11:19:48+0000,353,0,,0,[]
PM2Exploit/PM2Exploit,None,https://github.com/PM2Exploit/PM2Exploit,['exploit'],1,2021-10-24T02:03:50+0000,9,1,,0,[]
mousepad01/python_binary_exploit_utilites,My own collection of usual functions that I use during binary exploitation training,https://github.com/mousepad01/python_binary_exploit_utilites,['exploit'],1,2021-10-24T16:55:15+0000,97,1,Python,0,[]
nop-tech/learning-resources,"Collection of resources for learning pentesting, exploit development, obfuscation & much more.",https://github.com/nop-tech/learning-resources,['exploit'],1,2021-10-24T05:30:37+0000,27,1,,0,[]
hac425xxx/heap-exploitation-in-real-world,None,https://github.com/hac425xxx/heap-exploitation-in-real-world,['exploit'],1,2021-10-24T13:57:03+0000,5512,158,,17,[]
fernandopaezmartin/SAD_2021--Metasploit,Ejercicio sobre Metasploit en el Módulo de Seguridad y Alta Disponibilidad - Punta del Verde 2021/2022,https://github.com/fernandopaezmartin/SAD_2021--Metasploit,['metasploit module OR payload'],1,2021-10-24T16:40:44+0000,7112,0,,0,[]
walnutsecurity/cve-2021-41773,CVE-2021-41773 is a python script that will help in finding Path Traversal or Remote Code Execution vulnerability in Apache 2.4.49,https://github.com/walnutsecurity/cve-2021-41773,"['cve-2 OR cve_2', 'remote code execution']",2,2021-10-24T06:56:59+0000,21,0,Python,0,['CVE-2021-41773']
Exunys/Cookie-Clicker-Exploits,Infinite Cookies Script for Cookie Clicker,https://github.com/Exunys/Cookie-Clicker-Exploits,['exploit'],1,2021-10-24T00:16:56+0000,0,0,JavaScript,0,[]
metasploit/metasploit.github.io,GitHub pages for great justice. Mostly for public resources associated with Metasploit Framework and friends.,https://github.com/metasploit/metasploit.github.io,['metasploit module OR payload'],1,2021-10-24T12:34:36+0000,13186,7,HTML,3,[]
4dmud/mud,"The world has not been the same since the outbreak and ending of World War 3 in the same year, 2079, when the “Developing Countries” in Africa and Asia finally rebelled against the exploitation by the western “industrial countries”. A massive launching of ",https://github.com/4dmud/mud,['exploit'],1,2021-10-24T11:13:51+0000,0,1,C++,1,[]
metasploit456/metasploit456,Config files for my GitHub profile.,https://github.com/metasploit456/metasploit456,['metasploit module OR payload'],1,2021-10-24T16:51:31+0000,0,0,,0,[]
Kelechiodinakachi/Bella,"#!/usr/bin/python2 #coding=utf-8 #The Credit For This Code Goes To lovehacker #If You Wanna Take Credits For This Code, Please Look Yourself Again... #Reserved2020 import os,sys,time,mechanize,itertools,datetime,random,hashlib,re,threading,json,getpass,url",https://github.com/Kelechiodinakachi/Bella,['metasploit module OR payload'],1,2021-10-24T15:31:30+0000,0,1,,0,[]
wangxb96/EODE,Paper Code : Exhaustive Exploitation of Nature-inspired Computation for Cancer Screening in an Ensemble Manner,https://github.com/wangxb96/EODE,['exploit'],1,2021-10-24T13:29:54+0000,0,0,,0,[]
TheLastVvV/CVE-2021-42013_Reverse-Shell,PoC CVE-2021-42013 reverse shell Apache 2.4.50 with CGI,https://github.com/TheLastVvV/CVE-2021-42013_Reverse-Shell,"['cve poc', 'cve-2 OR cve_2']",2,2021-10-24T13:26:02+0000,0,1,Shell,0,['CVE-2021-42013']
pwnlike/DangerousFinder,"DangerousFinder is an IDA plugin used to help exploiters find dangerous functions such as strcpy, memcpy, puts, etc. from the program. It is developed based on IDAPython and some other IDA plugins.",https://github.com/pwnlike/DangerousFinder,['exploit'],1,2021-10-24T12:04:01+0000,0,0,,0,[]
sixpacksecurity/CVE-2021-40438,CVE-2021-40438 exploit PoC with Docker setup.,https://github.com/sixpacksecurity/CVE-2021-40438,"['cve poc', 'cve-2 OR cve_2', 'exploit']",3,2021-10-24T10:21:12+0000,0,0,Dockerfile,0,['CVE-2021-40438']
Titan3301/ethereum-exploit,"Ethereum Exploit , Get upto 10 Ethereum For Free",https://github.com/Titan3301/ethereum-exploit,['exploit'],1,2021-10-24T09:28:13+0000,0,0,JavaScript,0,[]
SleepTheGod/DiscorExploits,Twitter.com/ClumsyLulz,https://github.com/SleepTheGod/DiscorExploits,['exploit'],1,2021-10-24T00:51:10+0000,0,0,Python,0,[]
i-sotnikov/shellcodes-linux,None,https://github.com/i-sotnikov/shellcodes-linux,['shellcode'],1,2021-10-24T09:00:14+0000,0,0,Assembly,0,[]
JUICY00000/HellLoader,Undetectable Loader for Cobalt Strike Using Syscalls And A External Shellcode,https://github.com/JUICY00000/HellLoader,['shellcode'],1,2021-10-24T07:22:45+0000,0,0,C,0,[]
Crypto-Virus/indexed-finance-exploit-example,None,https://github.com/Crypto-Virus/indexed-finance-exploit-example,['exploit'],1,2021-10-24T07:15:38+0000,0,0,Solidity,0,[]
bilzinet/AnisoCNN-HighRes-SpeedEstimation,We propose an Anisotropic Deep Convolutional Neural Network model exploiting causaility in human-drivne vehicular traffic flow. We show results for traffic speed field estimation. The key takeaway is that physics-informing deep learning models using domain,https://github.com/bilzinet/AnisoCNN-HighRes-SpeedEstimation,['exploit'],1,2021-10-24T17:19:42+0000,0,0,Python,0,[]
mshhlvxk/best-exploits-for-roblox,"i guess so, these are some gud scripts, updating anytime ",https://github.com/mshhlvxk/best-exploits-for-roblox,['exploit'],1,2021-10-24T06:26:47+0000,0,0,,0,[]
SrlmTexh/SSRF_THM_testScript,This is a Python Script that was used as a PoC of a SSRF vulnerability on TryHackMe Machine,https://github.com/SrlmTexh/SSRF_THM_testScript,['vulnerability poc'],1,2021-10-24T04:56:26+0000,0,0,Python,0,[]
jravis-8520/h-sploit-paylod,H-SPLOIT-PAYLOAD IS A TOOL TO GENERATE A PAYLOAD IN 1 CLICK,https://github.com/jravis-8520/h-sploit-paylod,"['metasploit module OR payload', 'sploit']",2,2021-10-24T07:34:12+0000,39,0,Shell,0,[]
vvinoth/HTBCustomExploits,HackTheBox Custom Exploits,https://github.com/vvinoth/HTBCustomExploits,['exploit'],1,2021-10-24T14:35:22+0000,32,0,Python,0,[]
Unknown3958/UnknownExploit,Roblox exploit under development,https://github.com/Unknown3958/UnknownExploit,['exploit'],1,2021-10-24T18:04:00+0000,27,0,,0,[]
k8gege/Aggressor,"Ladon for Cobalt Strike, Large Network Penetration Scanner, vulnerability / exploit / detection / MS17010 / password/brute-force/psexec/atexec/sshexec/webshell/smbexec/netcat/osscan/netscan/struts2Poc/weblogicExp",https://github.com/k8gege/Aggressor,['exploit'],1,2021-10-24T08:30:15+0000,16938,319,,75,[]
mishrasunny174/pwn-docker,Collection of docker images to be used for exploit development and testing,https://github.com/mishrasunny174/pwn-docker,['exploit'],1,2021-10-24T07:52:35+0000,114,8,Dockerfile,2,[]
th3ken-dev/TH3KEN-EDITION,None,https://github.com/th3ken-dev/TH3KEN-EDITION,['exploit'],1,2021-10-24T09:05:16+0000,3340731,2,Batchfile,0,[]
acecilia/OpenWRTInvasion,"Root shell exploit for several Xiaomi routers: 4A Gigabit, 4A 100M, 4, 4C, 3Gv2, 4Q, miWifi 3C...",https://github.com/acecilia/OpenWRTInvasion,['exploit'],1,2021-10-24T01:12:41+0000,68352,567,Lua,119,[]
TAbdiukov/Exploit-DB,Various pwning scripts i CAN publish,https://github.com/TAbdiukov/Exploit-DB,['exploit'],1,2021-10-24T16:12:40+0000,9,0,Python,0,[]
nomi-sec/NVD-Exploit-List-Ja,🔍NVD exploit & JVN(Japan Vulnerability Notes) easy description,https://github.com/nomi-sec/NVD-Exploit-List-Ja,['exploit'],1,2021-10-24T14:56:09+0000,38243,24,,14,[]
io12/pwninit,pwninit - automate starting binary exploit challenges,https://github.com/io12/pwninit,['exploit'],1,2021-10-24T01:51:03+0000,897,244,Rust,13,[]
noob-hackers/m-wiz,Install Metasploit And Repair Metasploit In Termux With Easy Steps,https://github.com/noob-hackers/m-wiz,['metasploit module OR payload'],1,2021-10-24T06:31:33+0000,7887,297,Shell,67,[]
glixzzy/blooket-hack,Multiple hacks that breaks the game,https://github.com/glixzzy/blooket-hack,['exploit'],1,2021-10-24T02:18:18+0000,2851,73,JavaScript,129,[]
k8gege/k8gege.github.io,K8博客,https://github.com/k8gege/k8gege.github.io,['exploit'],1,2021-10-24T01:41:33+0000,255162,18,HTML,7,[]
mdulin2/Zyxel_NAS326_Exploit,Exploit of 3 different CVE's in Zyxel NAS 326,https://github.com/mdulin2/Zyxel_NAS326_Exploit,['exploit'],1,2021-10-24T01:50:38+0000,19,2,Python,0,[]
zulu-caPWN/exploits-hack-the-box,Python exploits for HackTheBox.eu machines,https://github.com/zulu-caPWN/exploits-hack-the-box,['exploit'],1,2021-10-24T17:19:04+0000,64,3,Python,1,[]
offensive-security/exploitdb-papers,exploit-database-papers,https://github.com/offensive-security/exploitdb-papers,['exploit'],1,2021-10-24T01:36:33+0000,2760619,355,,54,[]
hahwul/mad-metasploit,"Metasploit custom modules, plugins, resource script and.. awesome metasploit collection",https://github.com/hahwul/mad-metasploit,['metasploit module OR payload'],1,2021-10-24T00:16:59+0000,163750,252,Ruby,77,[]
The-Art-of-Hacking/h4cker,"This repository is primarily maintained by Omar Santos and includes thousands of resources related to ethical hacking  / penetration testing, digital forensics and incident response (DFIR), vulnerability research, exploit development, reverse engineering, ",https://github.com/The-Art-of-Hacking/h4cker,['exploit'],1,2021-10-24T11:35:04+0000,70448,10238,Jupyter Notebook,1753,[]
insightglacier/Dictionary-Of-Pentesting,"Dictionary collection project such as Pentesing, Fuzzing, Bruteforce and BugBounty. 渗透测试、SRC漏洞挖掘、爆破、Fuzzing等字典收集项目。",https://github.com/insightglacier/Dictionary-Of-Pentesting,['rce'],1,2021-10-24T05:20:19+0000,251244,907,Shell,202,[]
sketchyboi14/PhoneSploitGui,A GUI version of the PhoneSpoit CLI tool.,https://github.com/sketchyboi14/PhoneSploitGui,['sploit'],1,2021-10-24T13:02:25+0000,17752,1,Python,0,[]
Patrowl/PatrowlHearsData,"Open-Source Vulnerability Intelligence Center - Unified source of vulnerability, exploit and threat Intelligence feeds",https://github.com/Patrowl/PatrowlHearsData,['exploit'],1,2021-10-24T00:03:20+0000,403217,33,,19,[]
topcue/dact-exploit-poc,None,https://github.com/topcue/dact-exploit-poc,['exploit'],1,2021-10-24T13:08:49+0000,0,0,Python,0,[]
Pen-Test3rs/binary_exploits_frontend,Educational web application demonstrating techniques of binary exploitation (Front-end),https://github.com/Pen-Test3rs/binary_exploits_frontend,['exploit'],1,2021-10-24T17:20:57+0000,3081,0,TypeScript,0,[]
ycdxsb/PocOrExp_in_Github,聚合Github上已有的Poc或者Exp，CVE信息来自CVE官网。Auto Collect Poc Or Exp from Github by CVE ID.,https://github.com/ycdxsb/PocOrExp_in_Github,['cve poc'],1,2021-10-24T01:17:36+0000,95781,215,Python,62,[]
jopraveen/exploit-development,Gonna share my writeups and resources here,https://github.com/jopraveen/exploit-development,['exploit'],1,2021-10-24T10:31:50+0000,51,10,Python,6,[]
Seven7Up/lxd-perm-exploit,Automate lxd exploit for linux.,https://github.com/Seven7Up/lxd-perm-exploit,['exploit'],1,2021-10-24T14:27:53+0000,17,0,Shell,0,[]
Seven7Up/alpine-builder,"Alpine Builder, usually for pentest. Exploit lxd and docker group permission.",https://github.com/Seven7Up/alpine-builder,['exploit'],1,2021-10-24T12:48:17+0000,35,0,Shell,0,[]
Seven7Up/docker-perm-exploit,"Docker group permission escalation Automated, usually for pentesting.",https://github.com/Seven7Up/docker-perm-exploit,['exploit'],1,2021-10-24T14:59:07+0000,7,0,Shell,0,[]
zerodayrat/ZeroDayRAT,Config files for my GitHub profile.,https://github.com/zerodayrat/ZeroDayRAT,['zeroday'],1,2021-10-24T12:45:35+0000,1,0,,0,[]
rcevulndev/rcevulndev.github.io,None,https://github.com/rcevulndev/rcevulndev.github.io,['rce'],1,2021-10-24T14:41:35+0000,340,0,HTML,0,[]
HeiTang/Zrss,RSS feeds for HITCON ZeroDay’s vulnerability list,https://github.com/HeiTang/Zrss,['zeroday'],1,2021-10-24T01:08:38+0000,19866,2,Python,0,[]
WizzzStark/AD-Notes,Recopilación de técnicas de explotación de Active Directory.,https://github.com/WizzzStark/AD-Notes,['exploit'],1,2021-10-24T11:34:06+0000,287,4,,0,[]
AM-ops/MetasploitProject,Project for the ITRI625 (Computer Security II) module. Two scenarios are covered.,https://github.com/AM-ops/MetasploitProject,['metasploit module OR payload'],1,2021-10-24T15:21:54+0000,87616,1,CSS,0,[]
wutka/exploits_6387,Programs for exploring disassembling and buffer overflows for Vanderbilt CS 6387,https://github.com/wutka/exploits_6387,['exploit'],1,2021-10-24T01:03:53+0000,105,0,Go,0,[]
MS-9web/shellcodes,None,https://github.com/MS-9web/shellcodes,['shellcode'],1,2021-10-24T13:21:03+0000,77,1,Python,1,[]
Wildamager/LCT_RA1NF0RCE,None,https://github.com/Wildamager/LCT_RA1NF0RCE,['rce'],1,2021-10-24T18:22:15+0000,0,0,,0,[]
