full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
offensive-security/exploitdb,The official Exploit Database repository,https://github.com/offensive-security/exploitdb,['exploit'],1,2021-10-30T05:07:56+0000,278439,6567,C,1815,[]
cshewmake2/cone-classification,The use of adaptive optics scanning laser ophthalmoscopy (AOSLO) to probe color perception at the individual cone level has become increasingly of interest in the vision science community. Such experiments are enabled by having individual subjects' cone cl,https://github.com/cshewmake2/cone-classification,['exploit'],1,2021-10-30T03:18:08+0000,4745,0,Jupyter Notebook,0,[]
MrSharkSpamBot/GlidingSword,A full fledged exploitation framework written in pure python3.,https://github.com/MrSharkSpamBot/GlidingSword,['exploit'],1,2021-10-30T05:24:05+0000,77,8,Python,2,[]
glixzzy/blooket-hack,Multiple hacks that breaks the game,https://github.com/glixzzy/blooket-hack,['exploit'],1,2021-10-30T01:47:32+0000,3140,86,JavaScript,180,[]
kingkirpal2000/CSE-111,Database Systems - Principles of database design and operation. Relational data model. High-level data modeling representations. SQL database language. Active databases with constraints and triggers. Query optimization with views and indexes. Exploiting da,https://github.com/kingkirpal2000/CSE-111,['exploit'],1,2021-10-30T06:20:42+0000,8020,1,ReScript,0,[]
lb3361/gigatron-os,Gigatron program and operating-system level things to exploit a SD card attached to the SPI interface of a RAM & IO expansion board.,https://github.com/lb3361/gigatron-os,['exploit'],1,2021-10-30T00:15:38+0000,234,0,C,0,[]
gh0x0st/OSEP-Breaking-Chains,A collection of code that I am using as I work through the PEN-300 course.,https://github.com/gh0x0st/OSEP-Breaking-Chains,['shellcode'],1,2021-10-30T02:42:15+0000,44,1,C#,0,[]
sinjeanmin/cvedetails_2020,For IS713 Project,https://github.com/sinjeanmin/cvedetails_2020,['cve-2 OR cve_2'],1,2021-10-30T08:17:57+0000,21627,0,,0,[]
Crypto-Virus/cream-finance-exploit-example,None,https://github.com/Crypto-Virus/cream-finance-exploit-example,['exploit'],1,2021-10-30T02:04:50+0000,159,29,Solidity,3,[]
HeiTang/Zrss,RSS feeds for HITCON ZeroDay’s vulnerability list,https://github.com/HeiTang/Zrss,['zeroday'],1,2021-10-30T01:04:06+0000,29886,2,Python,0,[]
OceanBagel/GMS-OGG-Sample-Rate-Exploit-Converter,"A Python script for taking advantage of the GM:S OGG Sample Rate Exploit, allowing OGG files to be played back at the same pitch regardless of the game's attempts to change it.",https://github.com/OceanBagel/GMS-OGG-Sample-Rate-Exploit-Converter,['exploit'],1,2021-10-30T01:37:11+0000,0,0,Python,0,[]
kienquoc102/CVE-2017-8225,None,https://github.com/kienquoc102/CVE-2017-8225,['cve-2 OR cve_2'],1,2021-10-30T02:29:57+0000,0,1,Python,0,['CVE-2017-8225']
whwlsfb/CVE-2021-22205,CVE-2021-22205 移除了对djvumake & djvulibre的依赖，可在win平台使用,https://github.com/whwlsfb/CVE-2021-22205,['cve-2 OR cve_2'],1,2021-10-30T03:04:03+0000,0,0,Python,0,['CVE-2021-22205']
