full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2021-10-25T02:04:29+0000,647703,25412,Ruby,11685,[]
NeonNetworks/FIVE,"FIVE, Vulnerability Scanner And Mass Exploiter, made for pentesting.",https://github.com/NeonNetworks/FIVE,['exploit'],1,2021-10-25T02:18:02+0000,106,6,Python,2,[]
GRIPPERTV/Green-Server,A fast and lightweight non-skidded client to server environment emulator,https://github.com/GRIPPERTV/Green-Server,['exploit'],1,2021-10-25T07:41:25+0000,84,0,Lua,0,[]
0x727/JNDIExploit,一款用于JNDI注入利用的工具，大量参考/引用了Rogue JNDI项目的代码，支持直接植入内存shell，并集成了常见的bypass 高版本JDK的方式，适用于与自动化工具配合使用。,https://github.com/0x727/JNDIExploit,['exploit'],1,2021-10-25T04:57:04+0000,85166,87,Java,16,[]
0x727/SpringBootExploit,项目是根据LandGrey/SpringBootVulExploit清单编写，目的hvv期间快速利用漏洞、降低漏洞利用门槛。,https://github.com/0x727/SpringBootExploit,['exploit'],1,2021-10-25T04:52:53+0000,109,285,Java,44,[]
olivier-lemelin/ShellDrop,A Helper tool to help generate droppers containing encrypted shellcode.,https://github.com/olivier-lemelin/ShellDrop,['shellcode'],1,2021-10-25T01:54:33+0000,5,0,Python,0,[]
sinjeanmin/cvedetails_2020,For IS713 Project,https://github.com/sinjeanmin/cvedetails_2020,['cve-2 OR cve_2'],1,2021-10-25T12:08:29+0000,2283,0,,0,[]
the-rooj/msf,Metasploit kurulum aracı,https://github.com/the-rooj/msf,['metasploit module OR payload'],1,2021-10-25T17:19:52+0000,37,0,Shell,0,[]
tungdo0602/Discord-Token-Exploit,None,https://github.com/tungdo0602/Discord-Token-Exploit,['exploit'],1,2021-10-25T13:22:27+0000,2,1,JavaScript,0,[]
r3kind1e/INE,"The Exploit of INE CYBER SECURITY Learning Paths, authored by r3kind1e. Try to find better solutions beyond the official Solutions.",https://github.com/r3kind1e/INE,['exploit'],1,2021-10-25T05:55:07+0000,16,0,C++,0,[]
beefproject/beef,The Browser Exploitation Framework Project,https://github.com/beefproject/beef,['exploit'],1,2021-10-25T04:47:04+0000,21881,6064,JavaScript,1447,[]
sxntixgo/metasploit-101-at-saintcon,None,https://github.com/sxntixgo/metasploit-101-at-saintcon,['metasploit module OR payload'],1,2021-10-25T02:26:38+0000,2857,0,TeX,0,[]
noahdoespython/Anti-Exploit,An Anti-Exploit made in LUA.,https://github.com/noahdoespython/Anti-Exploit,['exploit'],1,2021-10-25T17:26:57+0000,182,0,Lua,0,[]
corelight/CVE-2021-41773,A Zeek package which raises notices for Path Traversal/RCE in Apache HTTP Server 2.4.49 (CVE-2021-41773) and 2.4.50 (CVE-2021-42013),https://github.com/corelight/CVE-2021-41773,"['cve-2 OR cve_2', 'rce']",2,2021-10-25T05:29:38+0000,10,0,Zeek,0,"['CVE-2021-41773', 'CVE-2021-42013']"
