full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
offensive-security/exploitdb-bin-sploits,Exploit Database binary exploits located in the /sploits directory,https://github.com/offensive-security/exploitdb-bin-sploits,"['exploit', 'sploit']",2,2021-11-07T00:06:06+0000,1534764,1522,Python,521,[]
T-Dynamos/Infector,The ultimate Metasploit apk binder with legit apk written in python3,https://github.com/T-Dynamos/Infector,['metasploit module OR payload'],1,2021-11-07T05:53:07+0000,56,6,Python,0,[]
Dalrae1/Powerline-Bot,A couple of exploit methods for Powerline.io. Video: https://youtu.be/x3VZVHg6lB4,https://github.com/Dalrae1/Powerline-Bot,['exploit'],1,2021-11-07T05:22:06+0000,0,0,JavaScript,0,[]
xvhHaloxx/Halo-Exploit,The Official download page for the Halo Exploit,https://github.com/xvhHaloxx/Halo-Exploit,['exploit'],1,2021-11-07T05:01:00+0000,0,0,,0,[]
1amTylersMind/HowToBE,Learning Binary Exploitation,https://github.com/1amTylersMind/HowToBE,['exploit'],1,2021-11-07T03:22:17+0000,0,0,C,0,[]
koharin/kernel_exploit,None,https://github.com/koharin/kernel_exploit,['exploit'],1,2021-11-07T03:25:43+0000,0,0,Shell,0,[]
shellcode-club/LiveTerm,Stream or share your Terminal on the web. Work for https://term.shellcode.sh.,https://github.com/shellcode-club/LiveTerm,['shellcode'],1,2021-11-07T02:30:14+0000,0,1,,0,[]
eblair2/webkitexploit-poc,a webkit exploit on ios 12,https://github.com/eblair2/webkitexploit-poc,['exploit'],1,2021-11-07T01:15:30+0000,513,0,C,0,[]
eblair2/ios0day-poc,an ios zero day exploit,https://github.com/eblair2/ios0day-poc,['exploit'],1,2021-11-07T01:16:25+0000,224,0,Objective-C,0,[]
pmalmsten/tension-wrench,Tension Wrench is an interactive security brainstorming guide website that helps software engineers brainstorm things attackers might try to do to exploit a software system and ways to defend against them.,https://github.com/pmalmsten/tension-wrench,['exploit'],1,2021-11-07T02:13:23+0000,1193,0,TypeScript,0,[]
docfate111/CVE-2021-42327,WIP kernel exploit for minor bug i found in amd gpu driver,https://github.com/docfate111/CVE-2021-42327,"['cve-2 OR cve_2', 'exploit']",2,2021-11-07T01:36:12+0000,1664,0,C,0,['CVE-2021-42327']
GeraBruhh/Msf-Tool,"script en python para crear payloads, tambien abre metasploit para terminar",https://github.com/GeraBruhh/Msf-Tool,['metasploit module OR payload'],1,2021-11-07T05:21:18+0000,25,1,Python,0,[]
HonestlyDex/DexHubWeb,None,https://github.com/HonestlyDex/DexHubWeb,['exploit'],1,2021-11-07T01:12:04+0000,916,0,CSS,1,[]
gxthbxy/Exploits,collection of all exploits I own.,https://github.com/gxthbxy/Exploits,['exploit'],1,2021-11-07T07:21:15+0000,83748,0,Roff,0,[]
MS-9web/shellcodes,None,https://github.com/MS-9web/shellcodes,['shellcode'],1,2021-11-07T07:10:34+0000,86,1,HTML,1,[]
hahwul/mad-metasploit,"Metasploit custom modules, plugins, resource script and.. awesome metasploit collection",https://github.com/hahwul/mad-metasploit,['metasploit module OR payload'],1,2021-11-07T00:16:52+0000,177494,252,Ruby,78,[]
Symbux/Turbo,"Turbo is a powerful command engine using internal event scheduling, dependency injection, and ORM for creating scalable and powerful REST API / WebSocket based platforms.",https://github.com/Symbux/Turbo,['command injection'],1,2021-11-07T04:56:42+0000,521,0,TypeScript,0,[]
HauLiang/FFT-DFISTA-and-FFT-DADMM,High-Resolution Source Localization Exploiting the Sparsity of the Beamforming Map,https://github.com/HauLiang/FFT-DFISTA-and-FFT-DADMM,['exploit'],1,2021-11-07T02:35:10+0000,13,0,MATLAB,0,[]
HeiTang/Zrss,RSS feeds for HITCON ZeroDay’s vulnerability list,https://github.com/HeiTang/Zrss,['zeroday'],1,2021-11-07T01:09:07+0000,16458,2,Python,0,[]
HonestlyDex/DexHub,The Next-Gen Roblox Exploit Hub,https://github.com/HonestlyDex/DexHub,['exploit'],1,2021-11-07T00:43:05+0000,475,1,Lua,0,[]
c0del1ar/Domaineer,Domain Engineer or Domaineer is Semi-Auto Bot to gaining data from domains,https://github.com/c0del1ar/Domaineer,['exploit'],1,2021-11-07T04:50:25+0000,197,5,Python,4,[]
ycdxsb/PocOrExp_in_Github,聚合Github上已有的Poc或者Exp，CVE信息来自CVE官网。Auto Collect Poc Or Exp from Github by CVE ID.,https://github.com/ycdxsb/PocOrExp_in_Github,['cve poc'],1,2021-11-07T04:01:54+0000,130700,225,Python,67,[]
