match,match_weight,repo_full_name,repo_html_url,repo_id
MS15-034,6.285157600326828e-06,scmanjarrez/CVEScannerV2DB,https://github.com/scmanjarrez/CVEScannerV2DB,394995609
MS15-034,4.694835680751174e-05,offensive-security/exploitdb,https://github.com/offensive-security/exploitdb,14902556
MS15-034,8.664009703690868e-05,sepehrdaddev/packetstorm-exploits,https://github.com/sepehrdaddev/packetstorm-exploits,271076842
MS15-034,0.0002133560913164,rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,2293158
MS15-034,0.0002134016218523,ru-faraon/metasploit-framework,https://github.com/ru-faraon/metasploit-framework,372254030
MS15-034,0.0002148227712137,talentsec/metasploit,https://github.com/talentsec/metasploit,370253962
MS15-034,0.0002649006622516,hahwul/mad-metasploit,https://github.com/hahwul/mad-metasploit,102696209
MS15-034,0.0003040437823046,ycdxsb/PocOrExp_in_Github,https://github.com/ycdxsb/PocOrExp_in_Github,357437766
MS15-034,0.0003074085459575,AlanFoster/metasploit-docs-spike,https://github.com/AlanFoster/metasploit-docs-spike,262667812
MS15-034,0.001577287066246,insightglacier/Dictionary-Of-Pentesting,https://github.com/insightglacier/Dictionary-Of-Pentesting,290509547
MS15-034,0.0056179775280898875,Coldwave96/PocLibrary,https://github.com/Coldwave96/PocLibrary,289505825
MS15-034,0.01020408163265306,Dex556/FindSploit,https://github.com/Dex556/FindSploit,384150130
MS15-034,0.02,0x727/MetasploitCoop-Backend,https://github.com/0x727/MetasploitCoop-Backend,397159606
MS15-034,0.125,alienwithin/Scripts-Sploits,https://github.com/alienwithin/Scripts-Sploits,79777286
MS15-034,0.5,3hydraking/CVE-2015-1635-POC,https://github.com/3hydraking/CVE-2015-1635-POC,385080605
MS15-034,0.5,3hydraking/CVE-2015-1635,https://github.com/3hydraking/CVE-2015-1635,385082908
