full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2021-10-13T05:36:52+0000,642908,25302,Ruby,11648,[]
Mario-Kart-Felix/Build-exploits-packages,Exploit kits (or exploit packs) are automated programs used by attackers to exploit known vulnerabilities in systems or applications.,https://github.com/Mario-Kart-Felix/Build-exploits-packages,['exploit'],1,2021-10-13T05:41:59+0000,367,0,Python,0,[]
T-Dynamos/Infector,The ultimate Metasploit apk binder with legit apk written in python3,https://github.com/T-Dynamos/Infector,['metasploit module OR payload'],1,2021-10-13T13:16:36+0000,48,5,Python,0,[]
ArcusHub/ArcusHub,"A Roblox exploiting hub, only compatible with Synapse-X.",https://github.com/ArcusHub/ArcusHub,['exploit'],1,2021-10-13T04:32:29+0000,109,0,Lua,0,[]
NotFoundHacker/KaliExploit,None,https://github.com/NotFoundHacker/KaliExploit,['exploit'],1,2021-10-13T11:26:51+0000,65,0,Python,0,[]
zeroday0619/zerodayTTS,제로데이 TTS 디스코드 봇,https://github.com/zeroday0619/zerodayTTS,['zeroday'],1,2021-10-13T12:32:29+0000,43,1,Python,0,[]
sergiopicascia/thesis,"Exploitation of Lyrics, Music and Vocals in Multimodal Song Classification Systems",https://github.com/sergiopicascia/thesis,['exploit'],1,2021-10-13T07:04:57+0000,74672,0,Jupyter Notebook,0,[]
SambasOnFire/Sti7111,Exploit cwpk,https://github.com/SambasOnFire/Sti7111,['exploit'],1,2021-10-13T09:21:11+0000,7,1,,0,[]
SleepTheGod/Twitter,Exploits,https://github.com/SleepTheGod/Twitter,['exploit'],1,2021-10-13T04:29:54+0000,0,0,,0,[]
SleepTheGod/0day,0DAY EXPLOIT,https://github.com/SleepTheGod/0day,"['0day', 'exploit']",2,2021-10-13T03:55:28+0000,1,1,PHP,0,[]
Phoenixthrush/phoenixsploit,my own metasploit ig in python (debian/ arch based linux distros),https://github.com/Phoenixthrush/phoenixsploit,['metasploit module OR payload'],1,2021-10-13T12:23:28+0000,65,0,Python,0,[]
glixzzy/blooket-hack,Multiple hacks that breaks the game,https://github.com/glixzzy/blooket-hack,['exploit'],1,2021-10-13T02:50:20+0000,2507,50,JavaScript,62,[]
kikiokol/AndroidDown,Exploit android devices with open Android Debugging Bridge(ADB) ports.,https://github.com/kikiokol/AndroidDown,['exploit'],1,2021-10-13T13:07:04+0000,44,5,Python,0,[]
bhassani/DoublepulsarUploader,Repository for DoublePulsar DLL/Shellcode uploader programs,https://github.com/bhassani/DoublepulsarUploader,['shellcode'],1,2021-10-13T04:36:12+0000,121,1,C#,1,[]
ceat-ceat/BecomeFumoStuff,utility for become fumo scripts,https://github.com/ceat-ceat/BecomeFumoStuff,['exploit'],1,2021-10-13T01:43:22+0000,116,0,Lua,0,[]
yqcs/ZheTian, ZheTian 免杀shellcode执行程序,https://github.com/yqcs/ZheTian,['shellcode'],1,2021-10-13T13:08:09+0000,397,112,Go,25,[]
CyberSocYork/web-exploits,A (soon-to-be) collection of pages demonstrating some fun web exploits for CyberSoc workshops!,https://github.com/CyberSocYork/web-exploits,['exploit'],1,2021-10-13T09:54:43+0000,560,0,HTML,0,[]
