full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2021-10-28T00:31:44+0000,649395,25437,Ruby,11695,[]
ErnestoCubo/autoexploit,"Trabajo de fin de grado, esta tool permite al usuario realizar una pequeña auditoria a la hora de escalar privilegios en windows, la herramienta cuenta con un módulo automático, uno manual, y un módulo de búsqueda para encontrar exploits",https://github.com/ErnestoCubo/autoexploit,['exploit'],1,2021-10-28T13:11:19+0000,3,0,PowerShell,0,[]
p0dalirius/binaryexploitation,None,https://github.com/p0dalirius/binaryexploitation,['exploit'],1,2021-10-28T16:27:14+0000,286,5,,0,[]
JowardBince/ShellShock,A python script intended to automate cgi-bin based exploitation of the ShellSchock vulnerability (CVE-2014-6271),https://github.com/JowardBince/ShellShock,['exploit'],1,2021-10-28T14:09:22+0000,16,0,Python,0,['CVE-2014-6271']
4dmud/mud,"The world has not been the same since the outbreak and ending of World War 3 in the same year, 2079, when the “Developing Countries” in Africa and Asia finally rebelled against the exploitation by the western “industrial countries”. A massive launching of ",https://github.com/4dmud/mud,['exploit'],1,2021-10-28T14:08:43+0000,14173,2,C++,3,[]
XRSec/CobaltStrike-Update,"Cobalt Strike is a powerful threat emulation tool that provides a post-exploitation agent and covert channels ideal for Adversary Simulations and Red Team exercises. With Cobalt Strike, companies can emulate the tactics and techniques of a quiet long-term ",https://github.com/XRSec/CobaltStrike-Update,['exploit'],1,2021-10-28T07:56:14+0000,4801,2,Shell,1,[]
ZeroM3m0ry/Shellcode-Injector,shellcode injector,https://github.com/ZeroM3m0ry/Shellcode-Injector,['shellcode'],1,2021-10-28T12:11:22+0000,1783,9,C++,0,[]
KaLendsi/CVE-2021-40449-Exploit,windows 10 14393 LPE,https://github.com/KaLendsi/CVE-2021-40449-Exploit,"['cve-2 OR cve_2', 'exploit']",2,2021-10-28T03:51:09+0000,1965,59,C++,27,['CVE-2021-40449']
lb3361/gigatron-os,Gigatron program and operating-system level things to exploit a SD card attached to the SPI interface of a RAM & IO expansion board.,https://github.com/lb3361/gigatron-os,['exploit'],1,2021-10-28T00:01:12+0000,203,0,C,0,[]
Waveyyyy/exploit_rewrites,rewrites of existing exploits,https://github.com/Waveyyyy/exploit_rewrites,['exploit'],1,2021-10-28T12:54:14+0000,4,0,Python,0,[]
cocomelonc/2021-10-26-windows-shellcoding-1,Windows shellcoding part1. Simplest examples in C/C++,https://github.com/cocomelonc/2021-10-26-windows-shellcoding-1,['shellcode'],1,2021-10-28T01:49:34+0000,59,0,C,0,[]
lvlup456/polymorphicShellcode,None,https://github.com/lvlup456/polymorphicShellcode,['shellcode'],1,2021-10-28T07:58:22+0000,39,0,Python,0,[]
Harleythetech/Exploit-6.72,PS4 Jailbreak by Karo and Re Designed by Me For Firmware 672,https://github.com/Harleythetech/Exploit-6.72,['exploit'],1,2021-10-28T14:04:08+0000,5413,0,HTML,0,[]
corelight/CVE-2021-41773,A Zeek package which raises notices for Path Traversal/RCE in Apache HTTP Server 2.4.49 (CVE-2021-41773) and 2.4.50 (CVE-2021-42013),https://github.com/corelight/CVE-2021-41773,"['cve-2 OR cve_2', 'rce']",2,2021-10-28T05:55:41+0000,10,1,Zeek,2,"['CVE-2021-41773', 'CVE-2021-42013']"
mousepad01/python_binary_exploit_utilites,My own collection of usual functions that I use during binary exploitation training,https://github.com/mousepad01/python_binary_exploit_utilites,['exploit'],1,2021-10-28T13:45:01+0000,174,1,Python,0,[]
Dani-Hacker/EXPLOITER,This is the simple bot in discord that resembles lords mobile,https://github.com/Dani-Hacker/EXPLOITER,['exploit'],1,2021-10-28T05:08:03+0000,240,0,Python,1,[]
