match,match_weight,repo_full_name,repo_html_url,repo_id
MS16-016,6.285157600326828e-06,scmanjarrez/CVEScannerV2DB,https://github.com/scmanjarrez/CVEScannerV2DB,394995609
MS16-016,4.694835680751174e-05,offensive-security/exploitdb,https://github.com/offensive-security/exploitdb,14902556
MS16-016,8.664009703690868e-05,sepehrdaddev/packetstorm-exploits,https://github.com/sepehrdaddev/packetstorm-exploits,271076842
MS16-016,0.0002133560913164,rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,2293158
MS16-016,0.0002134016218523,ru-faraon/metasploit-framework,https://github.com/ru-faraon/metasploit-framework,372254030
MS16-016,0.0002148227712137,talentsec/metasploit,https://github.com/talentsec/metasploit,370253962
MS16-016,0.0002649006622516,hahwul/mad-metasploit,https://github.com/hahwul/mad-metasploit,102696209
MS16-016,0.0003074085459575,AlanFoster/metasploit-docs-spike,https://github.com/AlanFoster/metasploit-docs-spike,262667812
MS16-016,0.0034602076124567,asr511/windows-kernel-exploits,https://github.com/asr511/windows-kernel-exploits,400130573
MS16-016,0.0034602076124567475,SecWiki/windows-kernel-exploits,https://github.com/SecWiki/windows-kernel-exploits,89315980
MS16-016,0.0034602076124567475,mishmashclone/SecWiki-windows-kernel-exploits,https://github.com/mishmashclone/SecWiki-windows-kernel-exploits,225470403
MS16-016,0.0037735849056603774,alichtman/writeups,https://github.com/alichtman/writeups,196810793
MS16-016,0.0038910505836575,Mr-xn/Penetration_Testing_POC,https://github.com/Mr-xn/Penetration_Testing_POC,198552685
MS16-016,0.004484304932735426,Awrrays/MetaSploit-Moudule,https://github.com/Awrrays/MetaSploit-Moudule,379840207
MS16-016,0.0058479532163742,AonCyberLabs/Windows-Exploit-Suggester,https://github.com/AonCyberLabs/Windows-Exploit-Suggester,21613236
MS16-016,0.0058479532163742,3hydraking/Windows-Exploit-Suggester-Python3,https://github.com/3hydraking/Windows-Exploit-Suggester-Python3,386444638
MS16-016,0.005847953216374269,gotr00t0day/FindExploits,https://github.com/gotr00t0day/FindExploits,376345262
MS16-016,0.005847953216374269,evilmorty06/Windows-Exploit-Suggester-Functional,https://github.com/evilmorty06/Windows-Exploit-Suggester-Functional,375213138
MS16-016,0.0058823529411764705,3hydraking/windows-exploit-suggester,https://github.com/3hydraking/windows-exploit-suggester,377846303
MS16-016,0.008333333333333333,xiazibet/super-guacamole,https://github.com/xiazibet/super-guacamole,232375745
MS16-016,0.009259259259259259,unkn0wnh4ckr/hackers-tool-kit,https://github.com/unkn0wnh4ckr/hackers-tool-kit,166695695
MS16-016,0.010204081632653,Dex556/FindSploit,https://github.com/Dex556/FindSploit,384150130
MS16-016,0.01020408163265306,1N3/Findsploit,https://github.com/1N3/Findsploit,32337400
MS16-016,0.0169491525423728,k8gege/k8gege.github.io,https://github.com/k8gege/k8gege.github.io,184059352
MS16-016,0.02,yzddmr6/As-Exploits,https://github.com/yzddmr6/As-Exploits,312134883
MS16-016,0.02,0x727/MetasploitCoop-Backend,https://github.com/0x727/MetasploitCoop-Backend,397159606
MS16-016,0.0277777777777777,r00t-3xp10it/venom,https://github.com/r00t-3xp10it/venom,73909976
MS16-016,0.04,k8gege/K8tools,https://github.com/k8gege/K8tools,172221125
MS16-016,0.04,0x1CA3/Duo,https://github.com/0x1CA3/Duo,379150178
MS16-016,0.058823529411764705,benyG/PentaDrone,https://github.com/benyG/PentaDrone,218828715
MS16-016,0.0714285714285714,nettitude/PoshC2,https://github.com/nettitude/PoshC2,141987967
