full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2021-10-16T17:25:19+0000,644780,25335,Ruby,11659,[]
anonsecteaminc/CVE-2020-5902-Scanner,None,https://github.com/anonsecteaminc/CVE-2020-5902-Scanner,['cve-2 OR cve_2'],1,2021-10-16T02:10:10+0000,0,0,Python,0,['CVE-2020-5902']
cocomelonc/2021-10-17-linux-shellcoding-2,Linux shellcoding part 2: Reverse TCP shell,https://github.com/cocomelonc/2021-10-17-linux-shellcoding-2,['shellcode'],1,2021-10-16T09:47:56+0000,0,0,Python,0,[]
jonathandata1/ios_15.0.2_RCE_V2.1,iOS 15.0.2 RCE v2.1 Airdrop Delivered Data Wipe,https://github.com/jonathandata1/ios_15.0.2_RCE_V2.1,['rce'],1,2021-10-16T09:57:25+0000,0,0,JavaScript,0,[]
r3kind1e/INE,"The Exploit of INE CYBER SECURITY Learning Paths, authored by r3kind1e. Try to find better solutions beyond the official Solutions.",https://github.com/r3kind1e/INE,['exploit'],1,2021-10-16T09:21:30+0000,0,0,C++,0,[]
ctwtruscottwatters/tailored_access_operations_console_input_ISO_language_linguistics_0day_to_own_machine,None,https://github.com/ctwtruscottwatters/tailored_access_operations_console_input_ISO_language_linguistics_0day_to_own_machine,['0day'],1,2021-10-16T07:16:43+0000,0,0,,0,[]
ctwtruscottwatters/exploit_your_own_code_SEH_VEH_x86_HEAP,None,https://github.com/ctwtruscottwatters/exploit_your_own_code_SEH_VEH_x86_HEAP,['exploit'],1,2021-10-16T07:10:27+0000,0,0,C++,0,[]
Ashendulmina/discord-web-console-exploits,None,https://github.com/Ashendulmina/discord-web-console-exploits,['exploit'],1,2021-10-16T05:25:35+0000,0,0,,0,[]
wizard-technology/rcell,None,https://github.com/wizard-technology/rcell,['rce'],1,2021-10-16T05:11:35+0000,0,0,Dart,0,[]
AMOGUS232134/Exploit,poopie,https://github.com/AMOGUS232134/Exploit,['exploit'],1,2021-10-16T02:32:14+0000,0,0,,0,[]
MlgmXyysd/k61v1injector,Exploit the vulnerability to install arbitrary applications in k61v1 without ROOT,https://github.com/MlgmXyysd/k61v1injector,['exploit'],1,2021-10-16T02:36:34+0000,0,0,PHP,0,[]
anonsecteaminc/CVE-2021-41773-PoC,CVE-2021-41773-PoC,https://github.com/anonsecteaminc/CVE-2021-41773-PoC,"['cve poc', 'cve-2 OR cve_2']",2,2021-10-16T01:34:52+0000,0,0,Python,0,['CVE-2021-41773']
Seals6/Springboot-ActuatorExploit,SpringBoot Actuator未授权漏洞检测与利用,https://github.com/Seals6/Springboot-ActuatorExploit,['exploit'],1,2021-10-16T12:02:26+0000,0,0,Python,0,[]
0xAJ2K/CVE-2020-11022-CVE-2020-11023,Little thing put together quickly to demonstrate this CVE ,https://github.com/0xAJ2K/CVE-2020-11022-CVE-2020-11023,['cve-2 OR cve_2'],1,2021-10-16T01:25:42+0000,0,0,PHP,0,"['CVE-2020-11022', 'CVE-2020-11023']"
nam3lum/exploits,Exploits made by me,https://github.com/nam3lum/exploits,['exploit'],1,2021-10-16T00:51:27+0000,2,0,Python,0,[]
FuHxa/Exploits,collection of all exploits I own.,https://github.com/FuHxa/Exploits,['exploit'],1,2021-10-16T08:31:06+0000,67594,0,Roff,0,[]
