full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2021-10-26T05:56:11+0000,648180,25418,Ruby,11689,[]
lvlup456/polymorphicShellcode,None,https://github.com/lvlup456/polymorphicShellcode,['shellcode'],1,2021-10-26T08:04:46+0000,25,0,Python,0,[]
sinjeanmin/cvedetails_2020,For IS713 Project,https://github.com/sinjeanmin/cvedetails_2020,['cve-2 OR cve_2'],1,2021-10-26T11:09:02+0000,6451,0,,0,[]
WhitfieBad/MemLeakExploit,None,https://github.com/WhitfieBad/MemLeakExploit,['exploit'],1,2021-10-26T09:37:45+0000,2,0,C,0,[]
Exh2021108/Exploits-X-Bedwars-Script,None,https://github.com/Exh2021108/Exploits-X-Bedwars-Script,['exploit'],1,2021-10-26T06:41:29+0000,5,0,,0,[]
p0dalirius/binaryexploitation,nan,https://github.com/p0dalirius/binaryexploitation,['heap overflow'],1,2021-10-26T11:20:18+0000,1027,0,C,0,[]
r3kind1e/INE,"The Exploit of INE CYBER SECURITY Learning Paths, authored by r3kind1e. Try to find better solutions beyond the official Solutions.",https://github.com/r3kind1e/INE,['exploit'],1,2021-10-26T05:55:09+0000,18,0,Python,0,[]
ErnestoCubo/autoexploit,"Trabajo de fin de grado, esta tool permite al usuario realizar una pequeña auditoria a la hora de escalar privilegios en windows, la herramienta cuenta con un módulo automático, uno manual, y un módulo de búsqueda para encontrar exploits",https://github.com/ErnestoCubo/autoexploit,['exploit'],1,2021-10-26T12:18:20+0000,3,0,PowerShell,0,[]
zomy22/CVE-2020-16846-Saltstack-Salt-API,None,https://github.com/zomy22/CVE-2020-16846-Saltstack-Salt-API,['cve-2 OR cve_2'],1,2021-10-26T12:21:46+0000,6280,0,Dockerfile,0,['CVE-2020-16846']
wutka/exploits_6387,Programs for exploring disassembling and buffer overflows for Vanderbilt CS 6387,https://github.com/wutka/exploits_6387,['exploit'],1,2021-10-26T13:35:59+0000,325,0,Go,0,[]
Harleythetech/Exploit-6.72,PS4 Jailbreak by Karo and Re Designed by Me For Firmware 672,https://github.com/Harleythetech/Exploit-6.72,['exploit'],1,2021-10-26T04:05:44+0000,5252,0,HTML,0,[]
murderjj/spellcaster,spellcaster admin panel for rblx (exploit),https://github.com/murderjj/spellcaster,['exploit'],1,2021-10-26T13:25:25+0000,398,0,,0,[]
mousepad01/python_binary_exploit_utilites,My own collection of usual functions that I use during binary exploitation training,https://github.com/mousepad01/python_binary_exploit_utilites,['exploit'],1,2021-10-26T10:20:22+0000,109,1,Python,0,[]
Dani-Hacker/EXPLOITER,This is the simple bot in discord that resembles lords mobile,https://github.com/Dani-Hacker/EXPLOITER,['exploit'],1,2021-10-26T13:54:16+0000,227,0,Python,1,[]
vi11ain/phoenix-writeup,Writeup for exploit.education/phoenix,https://github.com/vi11ain/phoenix-writeup,['exploit'],1,2021-10-26T13:57:42+0000,296,0,,0,[]
snovvcrash/DInjector,Collection of shellcode injection techniques packed in a D/Invoke weaponized DLL,https://github.com/snovvcrash/DInjector,['shellcode'],1,2021-10-26T14:22:51+0000,73,129,C#,23,[]
4dmud/mud,"The world has not been the same since the outbreak and ending of World War 3 in the same year, 2079, when the “Developing Countries” in Africa and Asia finally rebelled against the exploitation by the western “industrial countries”. A massive launching of ",https://github.com/4dmud/mud,['exploit'],1,2021-10-26T09:08:33+0000,12716,2,C++,2,[]
oxctdev/CVE-2021-30573,Google Chrome Vulnerabilities CVE-2021-30573,https://github.com/oxctdev/CVE-2021-30573,['cve-2 OR cve_2'],1,2021-10-26T11:14:31+0000,3,5,HTML,2,['CVE-2021-30573']
ghost-nemesis/cve-2021-20837-poc,PoC for the CVE-2021-20837 : RCE in MovableType,https://github.com/ghost-nemesis/cve-2021-20837-poc,"['cve poc', 'cve-2 OR cve_2', 'rce', 'rce poc']",4,2021-10-26T00:34:54+0000,2,0,Ruby,0,['CVE-2021-20837']
rafaelcaria/exploits,None,https://github.com/rafaelcaria/exploits,['exploit'],1,2021-10-26T00:03:44+0000,0,0,Python,0,[]
DD885/ReadTeam-CVE-2021,ReadTeam-CVE-2021,https://github.com/DD885/ReadTeam-CVE-2021,['cve-2 OR cve_2'],1,2021-10-26T02:23:13+0000,0,0,,0,[]
stong/how-to-exploit-a-double-free,How to exploit a double free vulnerability in 2021. 'Use-After-Free for Dummies',https://github.com/stong/how-to-exploit-a-double-free,['exploit'],1,2021-10-26T04:27:45+0000,0,1,Python,0,[]
R3zk0n/sploitations,Directory for random Infosec sploitations..,https://github.com/R3zk0n/sploitations,['sploit'],1,2021-10-26T04:53:33+0000,0,0,,0,[]
StinkcatReal/StinkyExecute,A roblox exploit coded in C# By Stinkcat,https://github.com/StinkcatReal/StinkyExecute,['exploit'],1,2021-10-26T05:57:40+0000,0,0,,0,[]
lleavesl/CVE-2021-26084,CVE-2021-26084，Atlassian Confluence OGNL注入漏洞,https://github.com/lleavesl/CVE-2021-26084,['cve-2 OR cve_2'],1,2021-10-26T06:29:07+0000,0,1,Python,1,['CVE-2021-26084']
mrperfect4599/js_exploit,None,https://github.com/mrperfect4599/js_exploit,['exploit'],1,2021-10-26T07:59:49+0000,0,0,JavaScript,0,[]
kh4sh3i/CVE-2021-30573,Google Chrome Vulnerabilities CVE-2021-30573 allowed a remote attacker to potentially exploit heap corruption,https://github.com/kh4sh3i/CVE-2021-30573,"['attack poc', 'cve poc', 'cve-2 OR cve_2', 'exploit', 'vulnerability poc']",5,2021-10-26T08:55:41+0000,0,0,HTML,0,['CVE-2021-30573']
fl45hER/Code-Runner-Server,Application server for a remote code execution engine,https://github.com/fl45hER/Code-Runner-Server,['remote code execution'],1,2021-10-26T08:29:59+0000,0,0,JavaScript,0,[]
leeworry/MRefG,"Wanli Li and Tieyun Qian: Exploit a Multi-head Reference Graph for Semi-supervised Relation Extraction, IJCNN 2021",https://github.com/leeworry/MRefG,['exploit'],1,2021-10-26T08:10:17+0000,0,0,,0,[]
Tarrylim/xss_exploit_code,None,https://github.com/Tarrylim/xss_exploit_code,['exploit'],1,2021-10-26T09:46:28+0000,0,0,,0,[]
EgeGursel/RCeSC,RCeSC Official Website,https://github.com/EgeGursel/RCeSC,['rce'],1,2021-10-26T10:56:16+0000,0,0,HTML,0,[]
p0dalirius/binaryexploitation,None,https://github.com/p0dalirius/binaryexploitation,['exploit'],1,2021-10-26T13:22:01+0000,0,0,,0,[]
Justtryingtmakecode/true-reset,A useful reset button for anyone exploiting on r64,https://github.com/Justtryingtmakecode/true-reset,['exploit'],1,2021-10-26T13:39:25+0000,0,0,,0,[]
glixzzy/blooket-hack,Multiple hacks that breaks the game,https://github.com/glixzzy/blooket-hack,['exploit'],1,2021-10-26T00:21:09+0000,2943,78,JavaScript,138,[]
HxDDD/CVE-PoC,CVE PoC Test,https://github.com/HxDDD/CVE-PoC,['cve poc'],1,2021-10-26T08:08:51+0000,77,0,HTML,0,[]
beefproject/beef,The Browser Exploitation Framework Project,https://github.com/beefproject/beef,['exploit'],1,2021-10-26T13:23:41+0000,21884,6068,JavaScript,1447,[]
ExpLife0011/awesome-windows-kernel-security-development,windows kernel security development,https://github.com/ExpLife0011/awesome-windows-kernel-security-development,['shellcode'],1,2021-10-26T02:25:46+0000,2565,1340,,451,[]
io12/pwninit,pwninit - automate starting binary exploit challenges,https://github.com/io12/pwninit,['exploit'],1,2021-10-26T00:25:11+0000,929,244,Rust,13,[]
M0tHs3C/Argo,Multi camera gathering and exploiting tool,https://github.com/M0tHs3C/Argo,['exploit'],1,2021-10-26T12:05:16+0000,1142,36,Python,15,[]
chaitin/xray,一款完善的安全评估工具，支持常见 web 安全问题扫描和自定义 poc _ 使用之前务必先阅读文档,https://github.com/chaitin/xray,['vulnerability poc'],1,2021-10-26T10:47:57+0000,35639,5934,Vue,1244,[]
JuliaDiff/SparseDiffTools.jl,Fast jacobian computation through sparsity exploitation and matrix coloring,https://github.com/JuliaDiff/SparseDiffTools.jl,['exploit'],1,2021-10-26T00:53:30+0000,520,104,Julia,22,[]
knownsec/pocsuite3,pocsuite3 is an open-sourced remote vulnerability testing framework developed by the Knownsec 404 Team.,https://github.com/knownsec/pocsuite3,['vulnerability poc'],1,2021-10-26T05:58:51+0000,3872,2101,Python,601,[]
AlaBouali/bane,None,https://github.com/AlaBouali/bane,['rce'],1,2021-10-26T11:26:34+0000,1124,65,Python,25,[]
Moham3dRiahi/XAttacker,X Attacker Tool ☣ Website Vulnerability Scanner & Auto Exploiter,https://github.com/Moham3dRiahi/XAttacker,['exploit'],1,2021-10-26T07:45:34+0000,375,1015,Perl,440,[]
kienquoc102/CVE-2017-8225,None,https://github.com/kienquoc102/CVE-2017-8225,['cve-2 OR cve_2'],1,2021-10-26T03:42:22+0000,7753,1,Python,0,['CVE-2017-8225']
hahwul/mad-metasploit,"Metasploit custom modules, plugins, resource script and.. awesome metasploit collection",https://github.com/hahwul/mad-metasploit,['metasploit module OR payload'],1,2021-10-26T00:16:50+0000,165274,252,Ruby,77,[]
The-Art-of-Hacking/h4cker,"This repository is primarily maintained by Omar Santos and includes thousands of resources related to ethical hacking  / penetration testing, digital forensics and incident response (DFIR), vulnerability research, exploit development, reverse engineering, ",https://github.com/The-Art-of-Hacking/h4cker,['exploit'],1,2021-10-26T00:10:05+0000,70553,10242,Jupyter Notebook,1755,[]
commixproject/commix,Automated All-in-One OS Command Injection Exploitation Tool.,https://github.com/commixproject/commix,"['command injection', 'exploit']",2,2021-10-26T04:54:58+0000,5569,2954,Python,652,[]
offensive-security/exploitdb-bin-sploits,Exploit Database binary exploits located in the /sploits directory,https://github.com/offensive-security/exploitdb-bin-sploits,"['exploit', 'sploit']",2,2021-10-26T00:05:55+0000,1534763,1515,Python,521,[]
Terradue/doc-tep-geohazards,Geohazards Thematic Exploitation guide,https://github.com/Terradue/doc-tep-geohazards,['exploit'],1,2021-10-26T07:08:32+0000,625252,9,Python,26,[]
offensive-security/exploitdb,The official Exploit Database repository,https://github.com/offensive-security/exploitdb,['exploit'],1,2021-10-26T05:07:55+0000,275513,6559,C,1813,[]
BIIG-UC3M/pMoSS,pMoSS (p-value Model using the Sample Size) is a Python code to model the p-value as an n-dependent function using Monte Carlo cross-validation. Exploits the dependence on the sample size to characterize the differences among groups of large datasets,https://github.com/BIIG-UC3M/pMoSS,['exploit'],1,2021-10-26T09:58:14+0000,19227,9,Python,1,[]
nomi-sec/NVD-Exploit-List-Ja,🔍NVD exploit & JVN(Japan Vulnerability Notes) easy description,https://github.com/nomi-sec/NVD-Exploit-List-Ja,['exploit'],1,2021-10-26T06:45:11+0000,38342,24,,14,[]
TAbdiukov/Exploit-DB,Various scripts,https://github.com/TAbdiukov/Exploit-DB,['exploit'],1,2021-10-26T02:23:24+0000,14,0,Python,0,[]
d4t4s3c/Win7Blue,Scan & Exploit - EternalBlue MS17-010 - Windows 7 x86 & x64,https://github.com/d4t4s3c/Win7Blue,['exploit'],1,2021-10-26T13:43:09+0000,1856,18,Python,4,['MS17-010']
moom0o/AnarchyExploitFixes,Fix exploits on anarchy minecraft servers,https://github.com/moom0o/AnarchyExploitFixes,['exploit'],1,2021-10-26T02:31:29+0000,528,91,Java,21,[]
edoardottt/edoardottt,Hey! I'm edoardottt! 🏴‍☠️👹,https://github.com/edoardottt/edoardottt,['exploit'],1,2021-10-26T08:05:04+0000,25,0,,0,[]
Patrowl/PatrowlHearsData,"Open-Source Vulnerability Intelligence Center - Unified source of vulnerability, exploit and threat Intelligence feeds",https://github.com/Patrowl/PatrowlHearsData,['exploit'],1,2021-10-26T00:03:14+0000,405757,33,,19,[]
subn0de/Roblox_Exploits,"[Roblox] Downtown RP ESP (Gun Crates, Printers) -- genta",https://github.com/subn0de/Roblox_Exploits,['exploit'],1,2021-10-26T09:36:15+0000,611,0,Lua,0,[]
Anonymous-ghost/AttackWebFrameworkTools,"本软件首先集成危害性较大框架和部分主流cms的rce(无需登录,或者登录绕过执行rce)和反序列化(利用链简单)。上传getshell。sql注入等高危漏洞直接就可以拿权限出数据。其次对一些构造复杂exp漏洞进行检测。傻瓜式导入url即可实现批量测试,能一键getshell检测绝不sql注入或者不是只检测。其中thinkphp 集成所有rce Exp Struts2漏洞集成了shack2 和k8 漏洞利用工具所有Exp并对他们的exp进行优化和修复此工具的所集成漏洞全部是基于平时实战中所得到的经验从而写入到",https://github.com/Anonymous-ghost/AttackWebFrameworkTools,['rce'],1,2021-10-26T11:00:29+0000,287847,706,,147,[]
tencentcloud-sdk-php/rce,None,https://github.com/tencentcloud-sdk-php/rce,['rce'],1,2021-10-26T00:54:16+0000,75,0,PHP,0,[]
xxycfhb/pku_exploit_files,None,https://github.com/xxycfhb/pku_exploit_files,['exploit'],1,2021-10-26T07:28:28+0000,156760,3,,0,[]
ycdxsb/PocOrExp_in_Github,聚合Github上已有的Poc或者Exp，CVE信息来自CVE官网。Auto Collect Poc Or Exp from Github by CVE ID.,https://github.com/ycdxsb/PocOrExp_in_Github,['cve poc'],1,2021-10-26T01:05:15+0000,101562,216,Python,62,[]
xxycfhb/xxycfhb.github.io,PKU-Exploit,https://github.com/xxycfhb/xxycfhb.github.io,['exploit'],1,2021-10-26T07:29:50+0000,104276,0,JavaScript,0,[]
veo/vscan,开源、轻量、快速、跨平台 的红队(redteam)外网打点扫描器，功能 端口扫描(port scan) 指纹识别(fingerprint) nday检测(nday check) 智能爆破 (admin brute) 敏感文件扫描(file fuzz),https://github.com/veo/vscan,['0day'],1,2021-10-26T06:07:13+0000,14736,220,Go,28,[]
idiap/distance-based-cnn,Automatic Dysarthric Speech Detection Exploiting Pairwise Distance-based Convolutional Neural Networks,https://github.com/idiap/distance-based-cnn,['exploit'],1,2021-10-26T09:12:55+0000,8550,0,Python,0,[]
HeiTang/Zrss,RSS feeds for HITCON ZeroDay’s vulnerability list,https://github.com/HeiTang/Zrss,['zeroday'],1,2021-10-26T01:05:03+0000,22636,2,Python,0,[]
complexusprada/penguide,"CVEs, Pentesting guides, Exploits, Wordlists, all for pentesting efficency!",https://github.com/complexusprada/penguide,['exploit'],1,2021-10-26T05:15:51+0000,19,0,PowerShell,0,[]
djkimik/metasploit-framework,None,https://github.com/djkimik/metasploit-framework,['metasploit module OR payload'],1,2021-10-26T14:02:35+0000,0,0,,0,[]
