match,match_weight,repo_full_name,repo_html_url,repo_id
GPZ-1792,4.694835680751174e-05,offensive-security/exploitdb,https://github.com/offensive-security/exploitdb,14902556
GPZ-1792,7.215007215007215e-05,vulsio/go-exploitdb,https://github.com/vulsio/go-exploitdb,151353348
GPZ-1792,8.664009703690868e-05,sepehrdaddev/packetstorm-exploits,https://github.com/sepehrdaddev/packetstorm-exploits,271076842
GPZ-1792,0.0002133560913164071,rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,2293158
GPZ-1792,0.0002134016218523261,ru-faraon/metasploit-framework,https://github.com/ru-faraon/metasploit-framework,372254030
GPZ-1792,0.00021482277121374866,talentsec/metasploit,https://github.com/talentsec/metasploit,370253962
GPZ-1792,0.00026490066225165563,hahwul/mad-metasploit,https://github.com/hahwul/mad-metasploit,102696209
GPZ-1792,0.0003074085459575776,AlanFoster/metasploit-docs-spike,https://github.com/AlanFoster/metasploit-docs-spike,262667812
GPZ-1792,0.007936507936507936,xairy/linux-kernel-exploitation,https://github.com/xairy/linux-kernel-exploitation,73646740
GPZ-1792,0.05555555555555555,bsauce/kernel-exploit-factory,https://github.com/bsauce/kernel-exploit-factory,320581760
GPZ-1792,0.14285714285714285,nccgroup/exploit_mitigations,https://github.com/nccgroup/exploit_mitigations,380996372
