full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2021-11-06T10:34:25+0000,649860,25519,Ruby,11714,[]
TheHackingRabbi/CVE-2021-42663,CVE-2021-42663 - HTML Injection vulnerability in the Online event booking and reservation system. ,https://github.com/TheHackingRabbi/CVE-2021-42663,['cve-2 OR cve_2'],1,2021-11-06T17:42:05+0000,4,0,,1,['CVE-2021-42663']
TheHackingRabbi/CVE-2021-42670,CVE-2021-42670 - SQL Injection vulnerability in the Engineers online portal system. ,https://github.com/TheHackingRabbi/CVE-2021-42670,['cve-2 OR cve_2'],1,2021-11-06T17:49:00+0000,2,0,,0,['CVE-2021-42670']
TheHackingRabbi/CVE-2021-42669,CVE-2021-42669 - Remote code execution via unrestricted file upload vulnerability in the Engineers online portal system.,https://github.com/TheHackingRabbi/CVE-2021-42669,"['cve-2 OR cve_2', 'remote code execution']",2,2021-11-06T17:48:02+0000,7,0,Python,0,['CVE-2021-42669']
TheHackingRabbi/CVE-2021-42668,CVE-2021-42668 - SQL Injection vulnerability in the Engineers online portal system. ,https://github.com/TheHackingRabbi/CVE-2021-42668,['cve-2 OR cve_2'],1,2021-11-06T17:47:19+0000,1,0,,0,['CVE-2021-42668']
TheHackingRabbi/CVE-2021-42667,CVE-2021-42667 - SQL Injection vulnerability in the Online event booking and reservation system.,https://github.com/TheHackingRabbi/CVE-2021-42667,['cve-2 OR cve_2'],1,2021-11-06T17:46:34+0000,3,0,,0,['CVE-2021-42667']
TheHackingRabbi/CVE-2021-42666,CVE-2021-42666 - SQL Injection vulnerability in the Engineers online portal system. ,https://github.com/TheHackingRabbi/CVE-2021-42666,['cve-2 OR cve_2'],1,2021-11-06T17:45:37+0000,2,0,,0,['CVE-2021-42666']
TheHackingRabbi/CVE-2021-42665,CVE-2021-42665 - SQL Injection authentication bypass vulnerability in the Engineers online portal system. ,https://github.com/TheHackingRabbi/CVE-2021-42665,['cve-2 OR cve_2'],1,2021-11-06T17:44:12+0000,5,0,,0,['CVE-2021-42665']
TheHackingRabbi/CVE-2021-42664, CVE-2021-42664 - Stored Cross-Site Scripting vulnerability in the Engineers online portal system.,https://github.com/TheHackingRabbi/CVE-2021-42664,['cve-2 OR cve_2'],1,2021-11-06T17:43:05+0000,4,0,,0,['CVE-2021-42664']
TheHackingRabbi/CVE-2021-42662,CVE-2021-42662 - Stored Cross-Site Scripting vulnerability in the Online event booking and reservation system. ,https://github.com/TheHackingRabbi/CVE-2021-42662,['cve-2 OR cve_2'],1,2021-11-06T17:41:05+0000,7,2,,1,['CVE-2021-42662']
leebaird/discover,"Custom bash scripts used to automate various penetration testing tasks including recon, scanning, parsing, and creating malicious payloads and listeners with Metasploit.",https://github.com/leebaird/discover,['metasploit module OR payload'],1,2021-11-06T00:04:06+0000,3769,2525,PowerShell,730,[]
dyllan500/Exploit-Education-Write-Up,A collection of write ups on how I solved each exploit challenge on Exploit Education,https://github.com/dyllan500/Exploit-Education-Write-Up,['exploit'],1,2021-11-06T00:13:08+0000,11,0,,0,[]
pwn4all/exploit,None,https://github.com/pwn4all/exploit,['exploit'],1,2021-11-06T00:02:40+0000,29,0,,0,[]
Youheng-Lue/art-exploit,None,https://github.com/Youheng-Lue/art-exploit,['exploit'],1,2021-11-06T18:45:58+0000,24,0,,0,[]
