repo_id,repo_full_name,file,file_sha1,match
166259410,oneplus-x/MS17-010,CVE-2017-1000353/eclipse_project/lib/ezmorph-1.0.6.jar,01e55d2a0253ea37745d33062852fd2c90027432,CVE-2017-1000353
166259410,oneplus-x/MS17-010,CVE-2017-1000353/.metadata/.plugins/org.eclipse.jdt.core/3598513422.index,02ff5da939c27444dffa62d1ca0ee084e9704ca6,CVE-2017-1000353
166259410,oneplus-x/MS17-010,CVE-2017-1000353/.metadata/.plugins/org.eclipse.core.resources/.projects/eclipse_project/.syncinfo.snap,0922883612c627a46d149c6b8ab47098d2d0266b,CVE-2017-1000353
166259410,oneplus-x/MS17-010,CVE-2018-4407/CVE-2018-4407-Internet Timestamp.pcap,0957879ca795dcb996034a646d2833e99fe9f9b9,CVE-2018-4407
166259410,oneplus-x/MS17-010,CVE-2017-5135/StringBleed-CVE-2017-5135.py,097fda5e575fa4099c21b53a07c449817c707a55,CVE-2017-5135
166259410,oneplus-x/MS17-010,CVE-2017-1000353/eclipse_project/lib/commons-lang-2.6.jar,0ce1edb914c94ebc388f086c6827e8bdeec71ac2,CVE-2017-1000353
166259410,oneplus-x/MS17-010,CVE-2017-1000353/eclipse_project/bin/Payload$Container.class,0dbc3da59b6eda2305351fe4eee60562d71eac3c,CVE-2017-1000353
166259410,oneplus-x/MS17-010,CVE-2017-1000353/eclipse_project/.classpath,0e622e188071a84e982e2ff70868c9863a70e72c,CVE-2017-1000353
166259410,oneplus-x/MS17-010,CVE-2017-1000353/.metadata/version.ini,0fb61c76923c69cfa4b079ee3add8c2aba32b614,CVE-2017-1000353
166259410,oneplus-x/MS17-010,CVE-2017-1000353/CVE-2017-1000353.pcap,114c172ddffd28c6656d5ab81355ae4fba096fac,CVE-2017-1000353
166259410,oneplus-x/MS17-010,CVE-2016-7124/Dockerfile-CVE-2016-7124-sugarcrm,12c1e85088c76669a583167448bf7a0a54cfcf04,CVE-2016-7124
166259410,oneplus-x/MS17-010,CVE-2017-1000353/.metadata/.plugins/org.eclipse.jdt.core/3354070319.index,1332b80a5a3f7ed5f04657022a15320f3a1e0e67,CVE-2017-1000353
166259410,oneplus-x/MS17-010,CVE-2017-0199/template.doc,134ac48a76d810a8df5c22cba57d0c376a530c60,CVE-2017-0199
166259410,oneplus-x/MS17-010,CVE-2016-6415/exploit.py,148ea5e46c9e7c50bf7e9cc9dd7ae879348c5012,CVE-2016-6415
166259410,oneplus-x/MS17-010,CVE-2017-1000353/.metadata/.plugins/org.eclipse.debug.core/.launches/Payload.launch,1633fe20ff79519a26a99773ace08d1fe17f9fef,CVE-2017-1000353
166259410,oneplus-x/MS17-010,CVE-2017-1000353/.metadata/.plugins/org.eclipse.jdt.core/3095481700.index,186e8493e0d55bb7a27f5d642510f5bf02cf9dd6,CVE-2017-1000353
