full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2021-10-11T11:08:20+0000,642393,25288,Ruby,11646,[]
Phoenixthrush/phoenixsploit,my own metasploit ig in python (debian/ arch based linux distros),https://github.com/Phoenixthrush/phoenixsploit,['metasploit module OR payload'],1,2021-10-11T13:43:35+0000,43,0,Python,0,[]
Exanoff12/js-exploit,simple/complex javascript exploits to prank your friends !,https://github.com/Exanoff12/js-exploit,['exploit'],1,2021-10-11T13:27:41+0000,2389,0,,0,[]
mousepad01/python_binary_exploit_utilites,My own collection of usual functions that I use during binary exploitation training,https://github.com/mousepad01/python_binary_exploit_utilites,['exploit'],1,2021-10-11T18:19:41+0000,12,0,Python,0,[]
Dani-Hacker/EXPLOITER,This is the simple bot in discord that resembles lords mobile,https://github.com/Dani-Hacker/EXPLOITER,['exploit'],1,2021-10-11T11:15:12+0000,19,0,Python,0,[]
SirAppSec/exploit-server,Static light nginx site to serve vulnerabilities,https://github.com/SirAppSec/exploit-server,['exploit'],1,2021-10-11T07:56:31+0000,22,0,HTML,0,[]
JadeGrey/MiscExploits,None,https://github.com/JadeGrey/MiscExploits,['exploit'],1,2021-10-11T21:00:29+0000,1,0,JavaScript,0,[]
fernandopaezmartin/SAD_2021--Vulnerabilidades---Metasploit,None,https://github.com/fernandopaezmartin/SAD_2021--Vulnerabilidades---Metasploit,['metasploit module OR payload'],1,2021-10-11T17:44:12+0000,395,0,,0,[]
ColdFusionX/CVE-2021-26085,Atlassian Confluence Server 7.5.1 Pre-Authorization Arbitrary File Read vulnerability,https://github.com/ColdFusionX/CVE-2021-26085,['cve-2 OR cve_2'],1,2021-10-11T07:21:55+0000,2,2,,0,['CVE-2021-26085']
Secure-AI-Systems-Group/Qu-ANTI-zation,"Source code for the paper ""Qu-ANTI-zation: Exploiting Neural Network Quantization for Achieving Adversarial Outcomes""",https://github.com/Secure-AI-Systems-Group/Qu-ANTI-zation,['exploit'],1,2021-10-11T03:58:52+0000,83,1,Python,0,[]
zeroday0619/zerodayTTS,제로데이 TTS 디스코드 봇,https://github.com/zeroday0619/zerodayTTS,['zeroday'],1,2021-10-11T15:11:11+0000,42,1,Python,0,[]
sergiopicascia/thesis,"Exploitation of Lyrics, Music and Vocals in Multimodal Song Classification Systems",https://github.com/sergiopicascia/thesis,['exploit'],1,2021-10-11T16:41:26+0000,3226,0,Jupyter Notebook,0,[]
RaphaelUebersax/Incrementally_Learning_and_Exploiting_Inverse_Dynamics,"Robotics semester project at LASA, EPFL",https://github.com/RaphaelUebersax/Incrementally_Learning_and_Exploiting_Inverse_Dynamics,['exploit'],1,2021-10-11T10:32:17+0000,12546,0,MATLAB,0,[]
glixzzy/blooket-hack,Multiple hacks that breaks the game,https://github.com/glixzzy/blooket-hack,['exploit'],1,2021-10-11T23:36:09+0000,2488,47,JavaScript,58,[]
Gallopsled/pwntools,CTF framework and exploit development library,https://github.com/Gallopsled/pwntools,"['exploit', 'shellcode']",2,2021-10-11T23:34:56+0000,27152,8352,Python,1442,[]
Athis-Offsec/Exploits-I-Made,None,https://github.com/Athis-Offsec/Exploits-I-Made,['exploit'],1,2021-10-11T12:50:18+0000,59,0,Python,0,[]
arqxi/FamilyHell,Roblox Exploit Scripts for HD Admin. This won't be of any use to you unless you're in my Discord server.,https://github.com/arqxi/FamilyHell,['exploit'],1,2021-10-11T16:36:24+0000,54,0,Lua,0,[]
aslitsecurity/CVE-2021-40444_builders,"This repo contain builders of cab file, html file, and docx file for CVE-2021-40444 exploit",https://github.com/aslitsecurity/CVE-2021-40444_builders,"['cve-2 OR cve_2', 'exploit']",2,2021-10-11T20:53:19+0000,316,160,Python,43,['CVE-2021-40444']
Albert0147/SFDA_neighbors,Code for our NeurIPS 2021 paper 'Exploiting the Intrinsic Neighborhood Structure for Source-free Domain Adaptation',https://github.com/Albert0147/SFDA_neighbors,['exploit'],1,2021-10-11T17:51:33+0000,111,6,Python,0,[]
in-future-world/Hacking-Tools-Pack,"Trojan Rat Builder(310), Ransomware Builder(17), Crypter(72), Miner(9), Worm(8), Botnet(25), Virus Builder(9), Binder(25), Exploit(7), Keylogger & Stealer(40), Proxy Tool(9), Spoofer(11),Fake program & Sample Virus(64),Other & Tools(16). Around 610 tools, ",https://github.com/in-future-world/Hacking-Tools-Pack,['exploit'],1,2021-10-11T09:56:04+0000,208,11,,3,[]
ngovinhhuy/Exploit_old_vuln_apps,None,https://github.com/ngovinhhuy/Exploit_old_vuln_apps,['exploit'],1,2021-10-11T08:30:49+0000,6,0,Python,0,[]
arescanpolat/weblogic_exploit_mitigation,oracle_weblogic,https://github.com/arescanpolat/weblogic_exploit_mitigation,['exploit'],1,2021-10-11T09:21:31+0000,2,0,,0,[]
aesophor/requiem,🎻 Automatic Exploit Generation using symbolic execution,https://github.com/aesophor/requiem,['exploit'],1,2021-10-11T08:16:36+0000,9368,11,C++,3,[]
