full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2021-10-21T00:42:59+0000,645982,25381,Ruby,11677,[]
hahwul/mad-metasploit,"Metasploit custom modules, plugins, resource script and.. awesome metasploit collection",https://github.com/hahwul/mad-metasploit,['metasploit module OR payload'],1,2021-10-21T00:17:10+0000,159184,252,Ruby,77,[]
offensive-security/exploitdb-papers,exploit-database-papers,https://github.com/offensive-security/exploitdb-papers,['exploit'],1,2021-10-21T01:36:36+0000,2760356,353,,53,[]
JuliaDiff/SparseDiffTools.jl,Fast jacobian computation through sparsity exploitation and matrix coloring,https://github.com/JuliaDiff/SparseDiffTools.jl,['exploit'],1,2021-10-21T01:01:13+0000,517,103,Julia,22,[]
guldenolgun/NoRCE,Non-coding RNA sets Cis Enrichment Tool (NoRCE),https://github.com/guldenolgun/NoRCE,['rce'],1,2021-10-21T02:31:13+0000,73920,1,R,1,[]
Patrowl/PatrowlHearsData,"Open-Source Vulnerability Intelligence Center - Unified source of vulnerability, exploit and threat Intelligence feeds",https://github.com/Patrowl/PatrowlHearsData,['exploit'],1,2021-10-21T00:03:37+0000,427008,32,,19,[]
gl4ssesbo1/Nebula,"Cloud C2 Framework, which at the moment offers reconnaissance, enumeration, exploitation, post exploitation on AWS, but still working to allow testing other Cloud Providers and DevOps Components.",https://github.com/gl4ssesbo1/Nebula,['exploit'],1,2021-10-21T00:01:30+0000,1270,174,Python,37,[]
thelikes/arsenal,miscellaneous sploit scripts/hacks,https://github.com/thelikes/arsenal,['sploit'],1,2021-10-21T02:12:27+0000,89,0,Python,0,[]
P-DennyGamingYT/PDennSploit,This is where you can find the API's used and Download The Newest Version of PDennSploit,https://github.com/P-DennyGamingYT/PDennSploit,['sploit'],1,2021-10-21T03:01:28+0000,12434,1,,0,[]
HeiTang/Zrss,RSS feeds for HITCON ZeroDay’s vulnerability list,https://github.com/HeiTang/Zrss,['zeroday'],1,2021-10-21T01:15:05+0000,15688,2,Python,0,[]
RectangularObject/boblox,omg stupid script kiddie go lick a shower drain,https://github.com/RectangularObject/boblox,['exploit'],1,2021-10-21T00:19:35+0000,112,0,Lua,0,[]
aesophor/requiem,🎻 Automatic Exploit Generation using symbolic execution,https://github.com/aesophor/requiem,['exploit'],1,2021-10-21T02:51:21+0000,9451,11,C++,3,[]
PorryDepTrai/exploit,None,https://github.com/PorryDepTrai/exploit,['exploit'],1,2021-10-21T02:25:25+0000,253,0,Lua,0,[]
HonestlyDex/DexHubWeb,None,https://github.com/HonestlyDex/DexHubWeb,['exploit'],1,2021-10-21T00:43:54+0000,335,0,CSS,1,[]
TheBoinkner/AccountRecoveryForWindows,Allows you to gain to recover windows accounts via the ease of access cmd swap exploit with ease,https://github.com/TheBoinkner/AccountRecoveryForWindows,['exploit'],1,2021-10-21T01:05:00+0000,8,0,C#,0,[]
bobroblox123/hackbss,"for n,e in pairs({(function(e,...)local k=""This file was obfuscated using PSU Obfuscator 4.0.A _ https://www.psu.dev/ & discord.gg/psu"";local d=e[(87840425)];local _=e['fY0mAN0My'];local Q=e[(646335424)];local G=e.HaVOfqgRX2;local t=e.QYyiVi0oXu;local F=e[",https://github.com/bobroblox123/hackbss,['exploit'],1,2021-10-21T01:55:54+0000,0,0,,0,[]
