match,match_weight,repo_full_name,repo_html_url,repo_id
BID-97127,4.694835680751174e-05,offensive-security/exploitdb,https://github.com/offensive-security/exploitdb,14902556
BID-97127,8.664009703690868e-05,sepehrdaddev/packetstorm-exploits,https://github.com/sepehrdaddev/packetstorm-exploits,271076842
BID-97127,0.0002133560913164,rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,2293158
BID-97127,0.0002134016218523,ru-faraon/metasploit-framework,https://github.com/ru-faraon/metasploit-framework,372254030
BID-97127,0.0002148227712137,talentsec/metasploit,https://github.com/talentsec/metasploit,370253962
BID-97127,0.0002649006622516,hahwul/mad-metasploit,https://github.com/hahwul/mad-metasploit,102696209
BID-97127,0.0003074085459575,AlanFoster/metasploit-docs-spike,https://github.com/AlanFoster/metasploit-docs-spike,262667812
BID-97127,0.0038910505836575,Mr-xn/Penetration_Testing_POC,https://github.com/Mr-xn/Penetration_Testing_POC,198552685
BID-97127,0.0056179775280898,Coldwave96/PocLibrary,https://github.com/Coldwave96/PocLibrary,289505825
BID-97127,0.008333333333333333,xiazibet/super-guacamole,https://github.com/xiazibet/super-guacamole,232375745
