full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
beefproject/beef,The Browser Exploitation Framework Project,https://github.com/beefproject/beef,['exploit'],1,2021-10-15T00:36:55+0000,21862,6037,JavaScript,1440,[]
Learn-Termux/metasploit-termux,None,https://github.com/Learn-Termux/metasploit-termux,['metasploit module OR payload'],1,2021-10-15T01:57:25+0000,41,3,Shell,0,[]
LorenzoCavada/bo-cvd,Cavada's exercise on Buffer Overflow Exploit,https://github.com/LorenzoCavada/bo-cvd,['exploit'],1,2021-10-15T07:33:46+0000,246,0,C,0,[]
itemgiver/Hacking-Study,"I studied basic knowledge about hacking. Also, I learned how to find and exploit vulnerabilities in the system by solving hacking problems.",https://github.com/itemgiver/Hacking-Study,['exploit'],1,2021-10-15T11:23:57+0000,8,0,Python,0,[]
PorryDepTrai/exploit,None,https://github.com/PorryDepTrai/exploit,['exploit'],1,2021-10-15T10:52:17+0000,58,0,Lua,0,[]
Dani-Hacker/EXPLOITER,This is the simple bot in discord that resembles lords mobile,https://github.com/Dani-Hacker/EXPLOITER,['exploit'],1,2021-10-15T14:30:34+0000,46,0,Python,1,[]
sergiopicascia/thesis,"Exploitation of Lyrics, Music and Vocals in Multimodal Song Classification Systems",https://github.com/sergiopicascia/thesis,['exploit'],1,2021-10-15T08:14:59+0000,109253,0,Jupyter Notebook,0,[]
SambasOnFire/Sti7111,Exploit cwpk,https://github.com/SambasOnFire/Sti7111,['exploit'],1,2021-10-15T03:11:04+0000,9,2,,0,[]
glixzzy/blooket-hack,Multiple hacks that breaks the game,https://github.com/glixzzy/blooket-hack,['exploit'],1,2021-10-15T00:26:05+0000,2527,57,JavaScript,80,[]
BrucessKING/CVE-2021-36749,Apache Druid 任意文件读取,https://github.com/BrucessKING/CVE-2021-36749,['cve-2 OR cve_2'],1,2021-10-15T02:31:03+0000,1,3,Python,1,['CVE-2021-36749']
456478/evilginx.botguard,Exploit to bypass Google's JS security protection when using MITM phishing tools,https://github.com/456478/evilginx.botguard,['exploit'],1,2021-10-15T14:51:23+0000,290,7,,1,[]
dubs3c/MacRecon,Useful scripts and commands for post exploitation on Mac OS,https://github.com/dubs3c/MacRecon,['exploit'],1,2021-10-15T10:14:38+0000,586,0,Python,0,[]
Albert0147/SFDA_neighbors,Code for our NeurIPS 2021 paper 'Exploiting the Intrinsic Neighborhood Structure for Source-free Domain Adaptation',https://github.com/Albert0147/SFDA_neighbors,['exploit'],1,2021-10-15T08:06:50+0000,115,11,Python,0,[]
koharin/CVE-2020-0041,None,https://github.com/koharin/CVE-2020-0041,['cve-2 OR cve_2'],1,2021-10-15T08:10:40+0000,14,0,C,0,['CVE-2020-0041']
risacker/Vulnerable_Machine,"A vulnerable machine made for CTF. In this vulnerable machine Dirty COW vulnerability is used. Dirty COW vulnerability is a type of privilege escalation exploit, which essentially means that it can be used to gain root-user access on any Linux-based system",https://github.com/risacker/Vulnerable_Machine,['exploit'],1,2021-10-15T07:26:20+0000,60,0,,0,[]
F0rce/preview.f0rce.de,Source code for preview applications at https://preview.f0rce.de,https://github.com/F0rce/preview.f0rce.de,['rce'],1,2021-10-15T15:21:47+0000,588,0,JavaScript,0,[]
Nazky/PS4CVE202130858,VERY simple code to check if the browser is compatible or not,https://github.com/Nazky/PS4CVE202130858,['cve-2 OR cve_2'],1,2021-10-15T12:41:09+0000,2,3,HTML,4,[]
sxntixgo/metasploit-101-at-saintcon,None,https://github.com/sxntixgo/metasploit-101-at-saintcon,['metasploit module OR payload'],1,2021-10-15T02:37:47+0000,379,0,TeX,0,[]
HeiTang/Zrss,RSS feeds for HITCON ZeroDay’s vulnerability list,https://github.com/HeiTang/Zrss,['zeroday'],1,2021-10-15T01:12:19+0000,7539,2,Python,0,[]
Will-Banksy/My-Exploits,This is a list of exploits written/rewritten from existing exploits by me.,https://github.com/Will-Banksy/My-Exploits,['exploit'],1,2021-10-15T04:24:11+0000,0,0,Shell,0,[]
LIIIs4ma/CSRF-PoC-Generator-26,Generate a cross-site request forgery (CSRF) attack proof-of-concept (PoC) form for a given request in online.,https://github.com/LIIIs4ma/CSRF-PoC-Generator-26,['attack poc'],1,2021-10-15T11:36:33+0000,1282,0,JavaScript,0,[]
LIIIs4ma/CSRF-PoC-Generator-26,Generate a cross-site request forgery (CSRF) attack proof-of-concept (PoC) form for a given request in online.,https://github.com/LIIIs4ma/CSRF-PoC-Generator-26,['attack poc'],1,2021-10-15T11:04:40+0000,0,0,JavaScript,0,[]
Chaturvedi112/metasploit-,None,https://github.com/Chaturvedi112/metasploit-,['metasploit module OR payload'],1,2021-10-15T10:30:42+0000,0,0,,0,[]
avillago/multiLeadSegmentation,"Multi lead segmentation algorithm exploiting inter-lead information and redundancy of the signal for robust delineation of the QRS complex in ECG signals. Based on R-DECO for R-peak detection, and ECG-kit for Q and S detection for each lead, combined with ",https://github.com/avillago/multiLeadSegmentation,['exploit'],1,2021-10-15T09:14:05+0000,0,0,,0,[]
Devang-Solanki/CVE-2018-6574,Exploit for remote command execution in Golang go get command.,https://github.com/Devang-Solanki/CVE-2018-6574,"['cve-2 OR cve_2', 'exploit']",2,2021-10-15T08:35:00+0000,0,0,Go,0,['CVE-2018-6574']
lxzmads/AWD-Batcher,Attack With Defense比赛中的exploit快速集成小脚本。,https://github.com/lxzmads/AWD-Batcher,['exploit'],1,2021-10-15T05:50:45+0000,0,5,Python,0,[]
Waveyyyy/exploit_rewrites,rewrites of existing exploits,https://github.com/Waveyyyy/exploit_rewrites,['exploit'],1,2021-10-15T03:26:15+0000,0,0,Ruby,0,[]
senator-hack/metasploit-hack,None,https://github.com/senator-hack/metasploit-hack,['metasploit module OR payload'],1,2021-10-15T07:20:46+0000,3,0,,0,[]
s7ck-Team/exploit-db,exploit-db备份,https://github.com/s7ck-Team/exploit-db,['exploit'],1,2021-10-15T03:09:26+0000,0,0,,0,[]
JakeyWasTaken/Anti-Exploit,None,https://github.com/JakeyWasTaken/Anti-Exploit,['exploit'],1,2021-10-15T04:21:27+0000,1,0,Lua,0,[]
PeterMxx/ps4_8.xx_exploit,None,https://github.com/PeterMxx/ps4_8.xx_exploit,['exploit'],1,2021-10-15T03:16:26+0000,2,0,JavaScript,0,[]
PeterMxx/ps4_8.00_vuln_poc,My take on CVE-2021-30858 for ps4 8.xx,https://github.com/PeterMxx/ps4_8.00_vuln_poc,"['cve poc', 'vuln poc']",2,2021-10-15T03:15:33+0000,17,2,HTML,1,['CVE-2021-30858']
nerap/BinanceBot,Bot exploiting Binance API,https://github.com/nerap/BinanceBot,['exploit'],1,2021-10-15T07:00:28+0000,60,1,Python,0,[]
Harleythetech/Exploit-6.72,PS4 Jailbreak by Karo and Re Designed by Me For Firmware 672,https://github.com/Harleythetech/Exploit-6.72,['exploit'],1,2021-10-15T07:25:03+0000,1341,0,HTML,0,[]
thiagofigcosta/V-REx-v2,Vulnerabilities' Risk of Exploitation,https://github.com/thiagofigcosta/V-REx-v2,['exploit'],1,2021-10-15T02:30:48+0000,28523,0,Python,0,[]
rcevulndev/rcevulndev.github.io,None,https://github.com/rcevulndev/rcevulndev.github.io,['rce'],1,2021-10-15T11:15:51+0000,327,0,HTML,0,[]
Gallopsled/pwntools,CTF framework and exploit development library,https://github.com/Gallopsled/pwntools,"['exploit', 'shellcode']",2,2021-10-15T00:05:27+0000,27152,8367,Python,1446,[]
dcs4cop/xcube,"xcube is a Python package for generating and exploiting data cubes powered by xarray, dask, and zarr.",https://github.com/dcs4cop/xcube,['exploit'],1,2021-10-15T13:20:10+0000,294040,80,Python,13,[]
chaitin/xray,一款完善的安全评估工具，支持常见 web 安全问题扫描和自定义 poc _ 使用之前务必先阅读文档,https://github.com/chaitin/xray,['vulnerability poc'],1,2021-10-15T02:19:55+0000,35940,5900,Vue,1230,[]
remo7777/Termux-Metasploit,metasploit-framework version 5.0.53-dev for termux specially for android version 5 and 6,https://github.com/remo7777/Termux-Metasploit,['metasploit module OR payload'],1,2021-10-15T08:06:06+0000,47,55,Shell,17,[]
Dannymos/ZeroDaysAPI,None,https://github.com/Dannymos/ZeroDaysAPI,['zeroday'],1,2021-10-15T06:46:21+0000,536,1,TypeScript,0,[]
da1sy/FastPwn,CTF中Pwn的快速利用模板（包含awd pwn）,https://github.com/da1sy/FastPwn,['exploit'],1,2021-10-15T09:31:42+0000,16,12,Python,3,[]
hasherezade/pe_to_shellcode,Converts PE into a shellcode,https://github.com/hasherezade/pe_to_shellcode,['shellcode'],1,2021-10-15T15:13:53+0000,111,1006,Assembly,248,[]
gquere/pwn_jenkins,Notes about attacking Jenkins servers,https://github.com/gquere/pwn_jenkins,"['exploit', 'rce']",2,2021-10-15T08:30:28+0000,118,1151,Python,219,[]
offensive-security/exploitdb-papers,exploit-database-papers,https://github.com/offensive-security/exploitdb-papers,['exploit'],1,2021-10-15T01:40:56+0000,2759505,352,,53,[]
nomi-sec/NVD-Exploit-List-Ja,🔍NVD exploit & JVN(Japan Vulnerability Notes) easy description,https://github.com/nomi-sec/NVD-Exploit-List-Ja,['exploit'],1,2021-10-15T06:53:03+0000,36476,23,,14,[]
hahwul/mad-metasploit,"Metasploit custom modules, plugins, resource script and.. awesome metasploit collection",https://github.com/hahwul/mad-metasploit,['metasploit module OR payload'],1,2021-10-15T00:16:53+0000,153096,252,Ruby,77,[]
The-Art-of-Hacking/h4cker,"This repository is primarily maintained by Omar Santos and includes thousands of resources related to ethical hacking  / penetration testing, digital forensics and incident response (DFIR), vulnerability research, exploit development, reverse engineering, ",https://github.com/The-Art-of-Hacking/h4cker,['exploit'],1,2021-10-15T11:35:04+0000,71583,10214,Python,1738,[]
gate-computer/gate,Benign remote code execution,https://github.com/gate-computer/gate,['remote code execution'],1,2021-10-15T05:57:24+0000,2743,82,Go,7,[]
